po,pi,rel
n27,n532,B
n62,n532,I
n145,n532,I
n175,n532,I
n176,n532,I
n225,n532,B
n241,n532,I
n256,n532,B
n294,n532,I
n345,n532,I
n387,n532,I
n389,n532,I
n430,n532,I
n442,n532,B
n489,n532,B
n491,n532,I
n493,n532,B
n515,n532,I
n618,n532,I
n630,n532,I
n691,n532,B
n703,n532,I
n704,n532,B
n753,n532,I
n756,n532,I
n765,n532,B
n27,n537,B
n62,n537,B
n145,n537,B
n175,n537,B
n176,n537,B
n225,n537,B
n241,n537,B
n256,n537,B
n294,n537,B
n345,n537,B
n387,n537,B
n389,n537,B
n430,n537,B
n442,n537,B
n489,n537,B
n491,n537,B
n493,n537,B
n515,n537,B
n618,n537,B
n630,n537,B
n691,n537,B
n703,n537,B
n704,n537,B
n753,n537,B
n756,n537,B
n765,n537,B
n27,n587,B
n62,n587,I
n145,n587,I
n175,n587,I
n176,n587,I
n225,n587,B
n241,n587,I
n256,n587,B
n294,n587,B
n345,n587,I
n387,n587,B
n389,n587,I
n430,n587,I
n442,n587,B
n489,n587,B
n491,n587,I
n493,n587,B
n515,n587,I
n618,n587,I
n630,n587,B
n691,n587,B
n703,n587,B
n704,n587,B
n753,n587,I
n756,n587,B
n765,n587,B
n27,n588,B
n62,n588,I
n145,n588,B
n175,n588,I
n176,n588,I
n225,n588,B
n241,n588,B
n256,n588,B
n294,n588,B
n345,n588,I
n387,n588,B
n389,n588,I
n430,n588,I
n442,n588,B
n489,n588,B
n491,n588,B
n493,n588,B
n515,n588,I
n618,n588,I
n630,n588,B
n691,n588,B
n703,n588,B
n704,n588,B
n753,n588,I
n756,n588,B
n765,n588,B
n27,n593,B
n62,n593,B
n145,n593,B
n175,n593,I
n176,n593,B
n225,n593,B
n241,n593,B
n256,n593,B
n294,n593,B
n345,n593,B
n387,n593,B
n389,n593,B
n430,n593,B
n442,n593,B
n489,n593,B
n491,n593,B
n493,n593,B
n515,n593,B
n618,n593,B
n630,n593,B
n691,n593,B
n703,n593,B
n704,n593,B
n753,n593,B
n756,n593,B
n765,n593,B
n27,n594,B
n62,n594,B
n145,n594,B
n175,n594,I
n176,n594,B
n225,n594,B
n241,n594,B
n256,n594,B
n294,n594,B
n345,n594,B
n387,n594,B
n389,n594,B
n430,n594,B
n442,n594,B
n489,n594,B
n491,n594,B
n493,n594,B
n515,n594,B
n618,n594,B
n630,n594,B
n691,n594,B
n703,n594,B
n704,n594,B
n753,n594,I
n756,n594,B
n765,n594,B
n27,n595,B
n62,n595,I
n145,n595,I
n175,n595,I
n176,n595,I
n225,n595,B
n241,n595,I
n256,n595,B
n294,n595,B
n345,n595,I
n387,n595,B
n389,n595,I
n430,n595,I
n442,n595,B
n489,n595,B
n491,n595,I
n493,n595,B
n515,n595,I
n618,n595,I
n630,n595,B
n691,n595,B
n703,n595,I
n704,n595,B
n753,n595,I
n756,n595,B
n765,n595,B
n27,n606,B
n62,n606,B
n145,n606,B
n175,n606,B
n176,n606,B
n225,n606,B
n241,n606,B
n256,n606,B
n294,n606,B
n345,n606,B
n387,n606,B
n389,n606,B
n430,n606,B
n442,n606,B
n489,n606,B
n491,n606,B
n493,n606,B
n515,n606,B
n618,n606,B
n630,n606,B
n691,n606,B
n703,n606,B
n704,n606,B
n753,n606,B
n756,n606,B
n765,n606,B
n27,n642,B
n62,n642,B
n145,n642,B
n175,n642,B
n176,n642,B
n225,n642,B
