po,pi,rel
n232,n730,B
n599,n730,B
n676,n730,B
n964,n730,B
n1007,n730,B
n2192,n730,B
n2586,n730,B
n2673,n730,B
n2747,n730,B
n2886,n730,B
n2903,n730,B
n3055,n730,I
n3112,n730,B
n3121,n730,B
n3241,n730,B
n3584,n730,B
n85,n757,B
n232,n757,I
n599,n757,I
n676,n757,B
n964,n757,B
n1007,n757,I
n2192,n757,B
n2586,n757,B
n2673,n757,I
n2747,n757,B
n2886,n757,I
n2903,n757,I
n3055,n757,I
n3112,n757,B
n3121,n757,B
n3241,n757,B
n3584,n757,B
n85,n794,B
n232,n794,I
n599,n794,I
n676,n794,B
n964,n794,B
n1007,n794,I
n2192,n794,B
n2586,n794,B
n2673,n794,I
n2747,n794,I
n2886,n794,I
n2903,n794,I
n3055,n794,I
n3112,n794,B
n3121,n794,B
n3241,n794,B
n3584,n794,B
n85,n819,I
n232,n819,I
n599,n819,I
n676,n819,I
n964,n819,I
n1007,n819,I
n2192,n819,I
n2586,n819,I
n2673,n819,I
n2747,n819,I
n2886,n819,I
n2903,n819,I
n3055,n819,I
n3112,n819,I
n3121,n819,I
n3241,n819,I
n3584,n819,I
n85,n844,B
n232,n844,I
n599,n844,B
n676,n844,B
n964,n844,B
n1007,n844,B
n2192,n844,B
n2586,n844,B
n2673,n844,I
n2747,n844,B
n2886,n844,B
n2903,n844,B
n3055,n844,I
n3112,n844,B
n3121,n844,B
n3241,n844,B
n3584,n844,B
n85,n881,B
n232,n881,B
n599,n881,B
n676,n881,B
n964,n881,B
n1007,n881,B
n2192,n881,B
n2586,n881,B
n2673,n881,B
n2747,n881,B
n2886,n881,B
n2903,n881,B
n3055,n881,I
n3112,n881,B
n3121,n881,B
n3241,n881,B
n3584,n881,B
n85,n997,B
n232,n997,I
n599,n997,B
n676,n997,B
n964,n997,B
n1007,n997,I
n2192,n997,B
n2586,n997,B
n2673,n997,I
n2747,n997,B
n2886,n997,B
n2903,n997,I
n3055,n997,I
n3112,n997,B
n3121,n997,B
n3241,n997,B
n3584,n997,B
n85,n1055,B
n232,n1055,B
n599,n1055,B
n676,n1055,B
n964,n1055,B
n1007,n1055,B
n2192,n1055,B
n2586,n1055,B
n2673,n1055,B
n2747,n1055,B
n2886,n1055,B
n2903,n1055,B
n3055,n1055,B
n3112,n1055,B
n3121,n1055,B
n3241,n1055,B
n3584,n1055,B
n85,n1067,B
n232,n1067,I
n599,n1067,I
n676,n1067,B
n964,n1067,B
n1007,n1067,I
n2192,n1067,B
n2586,n1067,B
n2673,n1067,I
n2747,n1067,B
n2886,n1067,I
n2903,n1067,I
n3055,n1067,I
n3112,n1067,B
n3121,n1067,B
n3241,n1067,B
n3584,n1067,B
n85,n1087,B
n232,n1087,I
n599,n1087,I
n676,n1087,B
n964,n1087,B
n1007,n1087,I
n2192,n1087,B
n2586,n1087,B
n2673,n1087,I
n2747,n1087,B
n2886,n1087,I
n2903,n1087,I
n3055,n1087,I
n3112,n1087,B
n3121,n1087,B
n3241,n1087,B
n3584,n1087,B
n85,n1117,B
n232,n1117,I
n599,n1117,B
n676,n1117,B
n964,n1117,B
n1007,n1117,B
n2192,n1117,B
n2586,n1117,B
n2673,n1117,I
n2747,n1117,B
n2886,n1117,B
n2903,n1117,B
n3055,n1117,I
n3112,n1117,B
n3121,n1117,B
n3241,n1117,B
n3584,n1117,B
n85,n1119,B
n232,n1119,I
n599,n1119,I
n676,n1119,B
n964,n1119,B
n1007,n1119,I
n2192,n1119,B
n2586,n1119,B
n2673,n1119,I
n2747,n1119,I
n2886,n1119,I
n2903,n1119,I
n3055,n1119,I
n3112,n1119,B
n3121,n1119,B
n3241,n1119,B
n3584,n1119,B
n85,n1123,B
n232,n1123,B
n599,n1123,B
n676,n1123,B
n964,n1123,B
n1007,n1123,B
n2192,n1123,B
n2586,n1123,B
n2673,n1123,I
n2747,n1123,B
n2886,n1123,B
n2903,n1123,B
n3055,n1123,I
n3112,n1123,B
n3121,n1123,B
n3241,n1123,B
n3584,n1123,B
n85,n1125,B
n232,n1125,I
n599,n1125,B
n676,n1125,B
n964,n1125,B
n1007,n1125,I
n2192,n1125,B
n2586,n1125,B
n2673,n1125,I
n2747,n1125,B
n2886,n1125,B
n2903,n1125,I
n3055,n1125,I
n3112,n1125,B
n3121,n1125,B
n3241,n1125,B
n3584,n1125,B
n85,n1134,B
n232,n1134,I
n599,n1134,B
n676,n1134,B
n964,n1134,B
n1007,n1134,I
n2192,n1134,B
n2586,n1134,B
n2673,n1134,I
n2747,n1134,B
n2886,n1134,B
n2903,n1134,B
n3055,n1134,I
n3112,n1134,B
n3121,n1134,B
n3241,n1134,B
n3584,n1134,B
n85,n1183,B
n232,n1183,I
n599,n1183,B
n676,n1183,B
n964,n1183,B
n1007,n1183,I
n2192,n1183,B
n2586,n1183,B
n2673,n1183,I
n2747,n1183,B
n2886,n1183,B
n2903,n1183,I
n3055,n1183,I
n3112,n1183,B
n3121,n1183,B
n3241,n1183,B
n3584,n1183,B
n85,n1187,B
n232,n1187,B
n599,n1187,B
n676,n1187,B
n964,n1187,B
n1007,n1187,B
n2192,n1187,B
n2586,n1187,B
n2673,n1187,B
n2747,n1187,B
n2886,n1187,B
n2903,n1187,B
n3055,n1187,I
n3112,n1187,B
n3121,n1187,B
n3241,n1187,B
n3584,n1187,B
n85,n1244,B
n232,n1244,I
n599,n1244,I
n676,n1244,B
n964,n1244,B
n1007,n1244,I
n2192,n1244,B
n2586,n1244,B
n2673,n1244,I
n2747,n1244,I
n2886,n1244,I
n2903,n1244,I
n3055,n1244,I
n3112,n1244,B
n3121,n1244,B
n3241,n1244,B
n3584,n1244,B
n85,n1271,B
n232,n1271,I
n599,n1271,B
n676,n1271,B
n964,n1271,B
n1007,n1271,I
n2192,n1271,B
n2586,n1271,B
n2673,n1271,I
n2747,n1271,B
n2886,n1271,B
n2903,n1271,B
n3055,n1271,I
n3112,n1271,B
n3121,n1271,B
n3241,n1271,B
n3584,n1271,B
n85,n1275,I
n232,n1275,I
n599,n1275,I
n676,n1275,I
n964,n1275,I
n1007,n1275,I
n2192,n1275,I
n2586,n1275,I
n2673,n1275,I
n2747,n1275,I
n2886,n1275,I
n2903,n1275,I
n3055,n1275,I
n3112,n1275,I
n3121,n1275,I
n3241,n1275,I
n3584,n1275,I
n85,n1282,B
n232,n1282,B
n599,n1282,B
n676,n1282,B
n964,n1282,B
n1007,n1282,B
n2192,n1282,B
n2586,n1282,B
n2673,n1282,B
n2747,n1282,B
n2886,n1282,B
n2903,n1282,B
n3055,n1282,B
n3112,n1282,B
n3121,n1282,B
n3241,n1282,B
n3584,n1282,B
n85,n1298,B
n232,n1298,I
n599,n1298,B
n676,n1298,B
n964,n1298,B
n1007,n1298,I
n2192,n1298,B
n2586,n1298,B
n2673,n1298,I
n2747,n1298,B
n2886,n1298,I
n2903,n1298,I
n3055,n1298,I
n3112,n1298,B
n3121,n1298,B
n3241,n1298,B
n3584,n1298,B
n85,n1308,B
n232,n1308,B
n599,n1308,B
n676,n1308,B
n964,n1308,B
n1007,n1308,B
n2192,n1308,B
n2586,n1308,B
n2673,n1308,I
n2747,n1308,B
n2886,n1308,B
n2903,n1308,B
n3055,n1308,I
n3112,n1308,B
n3121,n1308,B
n3241,n1308,B
n3584,n1308,B
n85,n1367,B
n232,n1367,I
n599,n1367,I
n676,n1367,B
n964,n1367,B
n1007,n1367,I
n2192,n1367,B
n2586,n1367,B
n2673,n1367,I
n2747,n1367,B
n2886,n1367,I
n2903,n1367,I
n3055,n1367,I
n3112,n1367,B
n3121,n1367,B
n3241,n1367,B
n3584,n1367,B
n85,n1382,B
n232,n1382,I
n599,n1382,B
n676,n1382,B
n964,n1382,B
n1007,n1382,B
n2192,n1382,B
n2586,n1382,B
n2673,n1382,I
n2747,n1382,B
n2886,n1382,B
n2903,n1382,B
n3055,n1382,I
n3112,n1382,B
n3121,n1382,B
n3241,n1382,B
n3584,n1382,B
n85,n1411,B
n232,n1411,B
n599,n1411,B
n676,n1411,B
n964,n1411,B
n1007,n1411,B
n2192,n1411,B
n2586,n1411,B
n2673,n1411,B
n2747,n1411,B
n2886,n1411,B
n2903,n1411,B
n3055,n1411,I
n3112,n1411,B
n3121,n1411,B
n3241,n1411,B
n3584,n1411,B
n85,n1428,B
n232,n1428,B
n599,n1428,B
n676,n1428,B
n964,n1428,B
n1007,n1428,B
n2192,n1428,B
n2586,n1428,B
n2673,n1428,B
n2747,n1428,B
n2886,n1428,B
n2903,n1428,B
n3055,n1428,B
n3112,n1428,B
n3121,n1428,B
n3241,n1428,B
n3584,n1428,B
n85,n1512,B
n232,n1512,B
n599,n1512,B
n676,n1512,B
n964,n1512,B
n1007,n1512,B
n2192,n1512,B
n2586,n1512,B
n2673,n1512,B
n2747,n1512,B
n2886,n1512,B
n2903,n1512,B
n3055,n1512,B
n3112,n1512,B
n3121,n1512,B
n3241,n1512,B
n3584,n1512,B
n85,n1543,B
n232,n1543,B
n599,n1543,B
n676,n1543,B
n964,n1543,B
n1007,n1543,B
n2192,n1543,B
n2586,n1543,B
n2673,n1543,B
n2747,n1543,B
n2886,n1543,B
n2903,n1543,B
n3055,n1543,B
n3112,n1543,B
n3121,n1543,B
n3241,n1543,B
n3584,n1543,B
n85,n1588,B
n232,n1588,I
n599,n1588,B
n676,n1588,B
n964,n1588,B
n1007,n1588,I
n2192,n1588,B
n2586,n1588,B
n2673,n1588,I
n2747,n1588,B
n2886,n1588,I
n2903,n1588,I
n3055,n1588,I
n3112,n1588,B
n3121,n1588,B
n3241,n1588,B
n3584,n1588,B
n85,n1613,B
n232,n1613,B
n599,n1613,B
n676,n1613,B
n964,n1613,B
n1007,n1613,B
n2192,n1613,B
n2586,n1613,B
n2673,n1613,I
n2747,n1613,B
n2886,n1613,B
n2903,n1613,B
n3055,n1613,I
n3112,n1613,B
n3121,n1613,B
n3241,n1613,B
n3584,n1613,B
n85,n1660,B
n232,n1660,I
n599,n1660,B
n676,n1660,B
n964,n1660,B
n1007,n1660,I
n2192,n1660,B
n2586,n1660,B
n2673,n1660,I
n2747,n1660,B
n2886,n1660,B
n2903,n1660,I
n3055,n1660,I
n3112,n1660,B
n3121,n1660,B
n3241,n1660,B
n3584,n1660,B
n85,n1676,B
n232,n1676,I
n599,n1676,B
n676,n1676,B
n964,n1676,B
n1007,n1676,B
n2192,n1676,B
n2586,n1676,B
n2673,n1676,I
n2747,n1676,B
n2886,n1676,B
n2903,n1676,B
n3055,n1676,I
n3112,n1676,B
n3121,n1676,B
n3241,n1676,B
n3584,n1676,B
n85,n1679,B
n232,n1679,B
n599,n1679,B
n676,n1679,B
n964,n1679,B
n1007,n1679,B
n2192,n1679,B
n2586,n1679,B
n2673,n1679,I
n2747,n1679,B
n2886,n1679,B
n2903,n1679,B
n3055,n1679,I
n3112,n1679,B
n3121,n1679,B
n3241,n1679,B
n3584,n1679,B
n85,n1692,B
n232,n1692,I
n599,n1692,I
n676,n1692,B
n964,n1692,B
n1007,n1692,I
n2192,n1692,B
n2586,n1692,B
n2673,n1692,I
n2747,n1692,B
n2886,n1692,I
n2903,n1692,I
n3055,n1692,I
n3112,n1692,B
n3121,n1692,B
n3241,n1692,B
n3584,n1692,B
n85,n1778,I
n232,n1778,I
n599,n1778,I
n676,n1778,I
n964,n1778,I
n1007,n1778,I
n2192,n1778,I
n2586,n1778,I
n2673,n1778,I
n2747,n1778,I
n2886,n1778,I
n2903,n1778,I
n3055,n1778,I
n3112,n1778,I
n3121,n1778,I
n3241,n1778,I
n3584,n1778,I
n85,n1779,B
n232,n1779,B
n599,n1779,B
n676,n1779,B
n964,n1779,B
n1007,n1779,B
n2192,n1779,B
n2586,n1779,B
n2673,n1779,I
n2747,n1779,B
n2886,n1779,B
n2903,n1779,B
n3055,n1779,I
n3112,n1779,B
n3121,n1779,B
n3241,n1779,B
n3584,n1779,B
n85,n1806,B
n232,n1806,I
n599,n1806,I
n676,n1806,B
n964,n1806,B
n1007,n1806,I
n2192,n1806,B
n2586,n1806,B
n2673,n1806,I
n2747,n1806,B
n2886,n1806,I
n2903,n1806,I
n3055,n1806,I
n3112,n1806,B
n3121,n1806,B
n3241,n1806,B
n3584,n1806,B
n85,n1833,B
n232,n1833,B
n599,n1833,B
n676,n1833,B
n964,n1833,B
n1007,n1833,B
n2192,n1833,B
n2586,n1833,B
n2673,n1833,B
n2747,n1833,B
n2886,n1833,B
n2903,n1833,B
n3055,n1833,I
n3112,n1833,B
n3121,n1833,B
n3241,n1833,B
n3584,n1833,B
n85,n1858,B
n232,n1858,I
n599,n1858,B
n676,n1858,B
n964,n1858,B
n1007,n1858,I
n2192,n1858,B
n2586,n1858,B
n2673,n1858,I
n2747,n1858,B
n2886,n1858,B
n2903,n1858,B
n3055,n1858,I
n3112,n1858,B
n3121,n1858,B
n3241,n1858,B
n3584,n1858,B
n85,n1900,B
n232,n1900,I
n599,n1900,I
n676,n1900,B
n964,n1900,B
n1007,n1900,I
n2192,n1900,B
n2586,n1900,B
n2673,n1900,I
n2747,n1900,B
n2886,n1900,I
n2903,n1900,I
n3055,n1900,I
n3112,n1900,B
n3121,n1900,B
n3241,n1900,B
n3584,n1900,B
n85,n1901,B
n232,n1901,B
n599,n1901,B
n676,n1901,B
n964,n1901,B
n1007,n1901,B
n2192,n1901,B
n2586,n1901,B
n2673,n1901,I
n2747,n1901,B
n2886,n1901,B
n2903,n1901,B
n3055,n1901,I
n3112,n1901,B
n3121,n1901,B
n3241,n1901,B
n3584,n1901,B
n85,n1904,B
n232,n1904,I
n599,n1904,B
n676,n1904,B
n964,n1904,B
n1007,n1904,I
n2192,n1904,B
n2586,n1904,B
n2673,n1904,I
n2747,n1904,B
n2886,n1904,B
n2903,n1904,I
n3055,n1904,I
n3112,n1904,B
n3121,n1904,B
n3241,n1904,B
n3584,n1904,B
n85,n1905,B
n232,n1905,B
n599,n1905,B
n676,n1905,B
n964,n1905,B
n1007,n1905,B
n2192,n1905,B
n2586,n1905,B
n2673,n1905,I
n2747,n1905,B
n2886,n1905,B
n2903,n1905,B
n3055,n1905,I
n3112,n1905,B
n3121,n1905,B
n3241,n1905,B
n3584,n1905,B
n85,n1924,I
n232,n1924,I
n599,n1924,I
n676,n1924,I
n964,n1924,I
n1007,n1924,I
n2192,n1924,I
n2586,n1924,I
n2673,n1924,I
n2747,n1924,I
n2886,n1924,I
n2903,n1924,I
n3055,n1924,I
n3112,n1924,I
n3121,n1924,I
n3241,n1924,I
n3584,n1924,I
n85,n1948,B
n232,n1948,I
n599,n1948,B
n676,n1948,B
n964,n1948,B
n1007,n1948,B
n2192,n1948,B
n2586,n1948,B
n2673,n1948,I
n2747,n1948,B
n2886,n1948,B
n2903,n1948,B
n3055,n1948,I
n3112,n1948,B
n3121,n1948,B
n3241,n1948,B
n3584,n1948,B
n85,n1956,B
n232,n1956,I
n599,n1956,B
n676,n1956,B
n964,n1956,B
n1007,n1956,I
n2192,n1956,B
n2586,n1956,B
n2673,n1956,I
n2747,n1956,B
n2886,n1956,B
n2903,n1956,I
n3055,n1956,I
n3112,n1956,B
n3121,n1956,B
n3241,n1956,B
n3584,n1956,B
n85,n1960,B
n232,n1960,I
n599,n1960,B
n676,n1960,B
n964,n1960,B
n1007,n1960,I
n2192,n1960,B
n2586,n1960,B
n2673,n1960,I
n2747,n1960,B
n2886,n1960,B
n2903,n1960,B
n3055,n1960,I
n3112,n1960,B
n3121,n1960,B
n3241,n1960,B
n3584,n1960,B
n85,n1970,B
n232,n1970,I
n599,n1970,I
n676,n1970,B
n964,n1970,B
n1007,n1970,I
n2192,n1970,B
n2586,n1970,B
n2673,n1970,I
n2747,n1970,I
n2886,n1970,I
n2903,n1970,I
n3055,n1970,I
n3112,n1970,B
n3121,n1970,B
n3241,n1970,B
n3584,n1970,B
n85,n1987,B
n232,n1987,B
n599,n1987,B
n676,n1987,B
n964,n1987,B
n1007,n1987,B
n2192,n1987,B
n2586,n1987,B
n2673,n1987,B
n2747,n1987,B
n2886,n1987,B
n2903,n1987,B
n3055,n1987,B
n3112,n1987,B
n3121,n1987,B
n3241,n1987,B
n3584,n1987,B
n85,n2004,I
n232,n2004,I
n599,n2004,I
n676,n2004,I
n964,n2004,I
n1007,n2004,I
n2192,n2004,I
n2586,n2004,I
n2673,n2004,I
n2747,n2004,I
n2886,n2004,I
n2903,n2004,I
n3055,n2004,I
n3112,n2004,I
n3121,n2004,I
n3241,n2004,I
n3584,n2004,I
n85,n2029,B
n232,n2029,I
n599,n2029,B
n676,n2029,B
n964,n2029,B
n1007,n2029,I
n2192,n2029,B
n2586,n2029,B
n2673,n2029,I
n2747,n2029,B
n2886,n2029,B
n2903,n2029,B
n3055,n2029,I
n3112,n2029,B
n3121,n2029,B
n3241,n2029,B
n3584,n2029,B
n85,n2073,B
n232,n2073,I
n599,n2073,B
n676,n2073,B
n964,n2073,B
n1007,n2073,I
n2192,n2073,B
n2586,n2073,B
n2673,n2073,I
n2747,n2073,B
n2886,n2073,B
n2903,n2073,B
n3055,n2073,I
n3112,n2073,B
n3121,n2073,B
n3241,n2073,B
n3584,n2073,B
n85,n2157,B
n232,n2157,B
n599,n2157,B
n676,n2157,B
n964,n2157,B
n1007,n2157,B
n2192,n2157,B
n2586,n2157,B
n2673,n2157,I
n2747,n2157,B
n2886,n2157,B
n2903,n2157,B
n3055,n2157,I
n3112,n2157,B
n3121,n2157,B
n3241,n2157,B
n3584,n2157,B
n85,n2163,B
n232,n2163,B
n599,n2163,B
n676,n2163,B
n964,n2163,B
n1007,n2163,B
n2192,n2163,B
n2586,n2163,B
n2673,n2163,B
n2747,n2163,B
n2886,n2163,B
n2903,n2163,B
n3055,n2163,B
n3112,n2163,B
n3121,n2163,B
n3241,n2163,B
n3584,n2163,B
n85,n2188,B
n232,n2188,B
n599,n2188,B
n676,n2188,B
n964,n2188,B
n1007,n2188,B
n2192,n2188,B
n2586,n2188,B
n2673,n2188,B
n2747,n2188,B
n2886,n2188,B
n2903,n2188,B
n3055,n2188,I
n3112,n2188,B
n3121,n2188,B
n3241,n2188,B
n3584,n2188,B
n85,n2220,B
n232,n2220,B
n599,n2220,B
n676,n2220,B
n964,n2220,B
n1007,n2220,B
n2192,n2220,B
n2586,n2220,B
n2673,n2220,B
n2747,n2220,B
n2886,n2220,B
n2903,n2220,B
n3055,n2220,B
n3112,n2220,B
n3121,n2220,B
n3241,n2220,B
n3584,n2220,B
n85,n2232,B
n232,n2232,I
n599,n2232,B
n676,n2232,B
n964,n2232,B
n1007,n2232,B
n2192,n2232,B
n2586,n2232,B
n2673,n2232,I
n2747,n2232,B
n2886,n2232,B
n2903,n2232,B
n3055,n2232,I
n3112,n2232,B
n3121,n2232,B
n3241,n2232,B
n3584,n2232,B
n85,n2301,B
n232,n2301,B
n599,n2301,B
n676,n2301,B
n964,n2301,B
n1007,n2301,B
n2192,n2301,B
n2586,n2301,B
n2673,n2301,B
n2747,n2301,B
n2886,n2301,B
n2903,n2301,B
n3055,n2301,I
n3112,n2301,B
n3121,n2301,B
n3241,n2301,B
n3584,n2301,B
n85,n2303,B
n232,n2303,I
n599,n2303,B
n676,n2303,B
n964,n2303,B
n1007,n2303,I
n2192,n2303,B
n2586,n2303,B
n2673,n2303,I
n2747,n2303,B
n2886,n2303,I
n2903,n2303,I
n3055,n2303,I
n3112,n2303,B
n3121,n2303,B
n3241,n2303,B
n3584,n2303,B
n85,n2310,B
n232,n2310,I
n599,n2310,B
n676,n2310,B
n964,n2310,B
n1007,n2310,I
n2192,n2310,B
n2586,n2310,B
n2673,n2310,I
n2747,n2310,B
n2886,n2310,B
n2903,n2310,B
n3055,n2310,I
n3112,n2310,B
n3121,n2310,B
n3241,n2310,B
n3584,n2310,B
n85,n2311,B
n232,n2311,I
n599,n2311,B
n676,n2311,B
n964,n2311,B
n1007,n2311,I
n2192,n2311,B
n2586,n2311,B
n2673,n2311,I
n2747,n2311,B
n2886,n2311,I
n2903,n2311,I
n3055,n2311,I
n3112,n2311,B
n3121,n2311,B
n3241,n2311,B
n3584,n2311,B
n85,n2387,B
n232,n2387,I
n599,n2387,B
n676,n2387,B
n964,n2387,B
n1007,n2387,B
n2192,n2387,B
n2586,n2387,B
n2673,n2387,I
n2747,n2387,B
n2886,n2387,B
n2903,n2387,B
n3055,n2387,I
n3112,n2387,B
n3121,n2387,B
n3241,n2387,B
n3584,n2387,B
n85,n2408,B
n232,n2408,I
n599,n2408,B
n676,n2408,B
n964,n2408,B
n1007,n2408,B
n2192,n2408,B
n2586,n2408,B
n2673,n2408,I
n2747,n2408,B
n2886,n2408,B
n2903,n2408,B
n3055,n2408,I
n3112,n2408,B
n3121,n2408,B
n3241,n2408,B
n3584,n2408,B
n85,n2450,B
n232,n2450,B
n599,n2450,B
n676,n2450,B
n964,n2450,B
n1007,n2450,B
n2192,n2450,B
n2586,n2450,B
n2673,n2450,B
n2747,n2450,B
n2886,n2450,B
n2903,n2450,B
n3055,n2450,I
n3112,n2450,B
n3121,n2450,B
n3241,n2450,B
n3584,n2450,B
n85,n2516,B
n232,n2516,B
n599,n2516,B
n676,n2516,B
n964,n2516,B
n1007,n2516,B
n2192,n2516,B
n2586,n2516,B
n2673,n2516,B
n2747,n2516,B
n2886,n2516,B
n2903,n2516,B
