po,pi,rel
n1285,n29,I
n1288,n29,I
n1292,n29,I
n1296,n29,I
n1302,n29,I
n1306,n29,P
n1320,n29,I
n1322,n29,I
n1337,n29,I
n1359,n29,I
n1368,n29,I
n1375,n29,B
n1391,n29,I
n1420,n29,I
n1421,n29,I
n1427,n29,I
n1527,n29,I
n1534,n29,I
n1547,n29,I
n1548,n29,I
n1588,n29,I
n1594,n29,I
n1632,n29,I
n1639,n29,I
n1645,n29,I
n1687,n29,I
n1729,n29,I
n1738,n29,I
n1752,n29,I
n22,n40,I
n23,n40,I
n27,n40,I
n30,n40,I
n85,n40,I
n112,n40,I
n126,n40,I
n130,n40,I
n161,n40,P
n164,n40,I
n173,n40,I
n181,n40,I
n184,n40,I
n216,n40,I
n230,n40,I
n233,n40,I
n247,n40,I
n275,n40,I
n292,n40,I
n301,n40,I
n304,n40,I
n337,n40,I
n352,n40,I
n362,n40,I
n364,n40,I
n370,n40,I
n378,n40,I
n396,n40,I
n417,n40,I
n428,n40,I
n453,n40,I
n457,n40,P
n460,n40,I
n497,n40,I
n498,n40,I
n501,n40,I
n509,n40,I
n516,n40,I
n517,n40,I
n534,n40,I
n553,n40,I
n585,n40,I
n595,n40,I
n597,n40,I
n625,n40,I
n638,n40,I
n640,n40,I
n669,n40,I
n693,n40,I
n714,n40,I
n719,n40,I
n726,n40,I
n773,n40,I
n782,n40,I
n794,n40,I
n821,n40,I
n842,n40,I
n894,n40,I
n916,n40,I
n918,n40,B
n952,n40,I
n990,n40,I
n1006,n40,I
n1017,n40,I
n1042,n40,I
n1050,n40,I
n1051,n40,I
n1058,n40,I
n1060,n40,I
n1063,n40,I
n1065,n40,I
n1177,n40,I
n1186,n40,I
n1195,n40,I
n1209,n40,I
n1211,n40,P
n1231,n40,I
n1234,n40,I
n1253,n40,I
n1285,n40,I
n1288,n40,I
n1292,n40,I
n1296,n40,I
n1302,n40,I
n1306,n40,I
n1320,n40,I
n1322,n40,B
n1337,n40,I
n1359,n40,I
n1368,n40,I
n1375,n40,I
n1391,n40,I
n1420,n40,I
n1421,n40,I
n1427,n40,I
n1527,n40,I
n1534,n40,I
n1547,n40,I
n1548,n40,I
n1588,n40,I
n1594,n40,I
n1632,n40,I
n1639,n40,I
n1645,n40,I
n1687,n40,I
n1729,n40,I
n1738,n40,I
n1752,n40,I
n22,n45,B
n23,n45,I
n27,n45,I
n30,n45,I
n85,n45,I
n112,n45,B
n126,n45,I
n130,n45,I
n161,n45,N
n164,n45,B
n173,n45,I
n181,n45,B
n184,n45,I
n216,n45,B
n230,n45,I
n233,n45,B
n247,n45,B
n275,n45,I
n292,n45,I
n301,n45,I
n304,n45,I
n337,n45,I
n352,n45,I
n362,n45,I
n364,n45,B
n370,n45,B
n378,n45,B
n396,n45,B
n417,n45,I
n428,n45,B
n453,n45,B
n457,n45,N
n460,n45,I
n497,n45,I
n498,n45,I
n501,n45,I
n509,n45,I
n516,n45,I
n517,n45,B
n534,n45,B
n553,n45,N
n585,n45,N
n595,n45,I
n597,n45,I
n625,n45,B
n638,n45,I
n640,n45,I
n669,n45,I
n693,n45,B
n714,n45,B
n719,n45,I
n726,n45,I
n773,n45,I
n782,n45,I
n794,n45,B
n821,n45,I
n842,n45,I
n894,n45,B
n916,n45,B
n918,n45,B
n952,n45,B
n990,n45,B
n1006,n45,B
n1017,n45,I
n1042,n45,I
n1050,n45,I
n1051,n45,B
n1058,n45,B
n1060,n45,B
n1063,n45,B
n1065,n45,B
n1177,n45,I
n1186,n45,N
n1195,n45,B
n1209,n45,I
n1211,n45,N
n1231,n45,I
n1234,n45,I
n1253,n45,I
n1285,n45,I
n1288,n45,I
n1292,n45,I
n1296,n45,I
n1302,n45,B
n1306,n45,N
n1320,n45,I
n1322,n45,B
n1337,n45,I
n1359,n45,B
n1368,n45,I
n1375,n45,I
n1391,n45,B
n1420,n45,I
n1421,n45,I
n1427,n45,B
n1527,n45,B
n1534,n45,I
n1547,n45,I
n1548,n45,I
n1588,n45,B
n1594,n45,I
n1632,n45,N
n1639,n45,B
n1645,n45,I
n1687,n45,B
n1729,n45,I
n1738,n45,P
n1752,n45,I
n22,n50,I
n23,n50,I
n27,n50,I
n30,n50,I
n85,n50,I
n112,n50,I
n126,n50,I
n130,n50,I
n161,n50,P
n164,n50,I
n173,n50,I
n181,n50,I
n184,n50,I
n216,n50,I
n230,n50,I
n233,n50,I
n247,n50,I
n275,n50,I
n292,n50,I
n301,n50,I
n304,n50,I
n337,n50,I
n352,n50,I
n362,n50,I
n364,n50,I
n370,n50,I
n378,n50,I
n396,n50,I
n417,n50,I
n428,n50,I
n453,n50,I
n457,n50,P
n460,n50,I
n497,n50,I
n498,n50,I
n501,n50,I
n509,n50,I
n516,n50,I
n517,n50,I
n534,n50,I
n553,n50,I
n585,n50,I
n595,n50,I
n597,n50,I
n625,n50,I
n638,n50,I
n640,n50,I
n669,n50,I
n693,n50,I
n714,n50,I
n719,n50,I
n726,n50,I
n773,n50,I
n782,n50,I
n794,n50,I
n821,n50,I
n842,n50,I
n894,n50,I
n916,n50,I
n918,n50,B
n952,n50,I
n990,n50,I
n1006,n50,I
n1017,n50,I
n1042,n50,I
n1050,n50,I
n1051,n50,I
n1058,n50,I
n1060,n50,I
n1063,n50,I
n1065,n50,I
n1177,n50,I
n1186,n50,I
n1195,n50,I
n1209,n50,I
n1211,n50,P
n1231,n50,I
n1234,n50,I
n1253,n50,I
n1285,n50,I
n1288,n50,I
n1292,n50,I
n1296,n50,I
n1302,n50,I
n1306,n50,P
n1320,n50,I
n1322,n50,I
n1337,n50,I
n1359,n50,I
n1368,n50,I
n1375,n50,B
n1391,n50,I
n1420,n50,I
n1421,n50,I
n1427,n50,I
n1527,n50,I
n1534,n50,I
n1547,n50,I
n1548,n50,I
n1588,n50,I
n1594,n50,I
n1632,n50,I
n1639,n50,I
n1645,n50,I
n1687,n50,I
n1729,n50,I
n1738,n50,I
n1752,n50,I
n22,n52,I
n23,n52,I
n27,n52,I
n30,n52,I
n85,n52,I
n112,n52,I
n126,n52,I
n130,n52,I
n161,n52,P
n164,n52,I
n173,n52,I
n181,n52,I
n184,n52,I
n216,n52,I
n230,n52,I
n233,n52,I
n247,n52,I
n275,n52,I
n292,n52,I
n301,n52,I
n304,n52,I
n337,n52,I
n352,n52,I
n362,n52,I
n364,n52,I
n370,n52,I
n378,n52,I
n396,n52,I
n417,n52,I
n428,n52,I
n453,n52,I
n457,n52,P
n460,n52,I
n497,n52,I
n498,n52,I
n501,n52,I
n509,n52,I
n516,n52,I
n517,n52,I
n534,n52,I
n553,n52,I
n585,n52,I
n595,n52,I
n597,n52,I
n625,n52,I
n638,n52,I
n640,n52,I
n669,n52,I
n693,n52,I
n714,n52,I
n719,n52,I
n726,n52,I
n773,n52,I
n782,n52,I
n794,n52,I
n821,n52,I
n842,n52,I
n894,n52,I
n916,n52,I
n918,n52,B
n952,n52,I
n990,n52,I
n1006,n52,I
n1017,n52,I
n1042,n52,I
n1050,n52,I
n1051,n52,I
n1058,n52,I
n1060,n52,I
n1063,n52,I
n1065,n52,I
n1177,n52,I
n1186,n52,I
n1195,n52,I
n1209,n52,I
n1211,n52,P
n1231,n52,I
n1234,n52,I
n1253,n52,I
n1285,n52,I
n1288,n52,I
n1292,n52,I
n1296,n52,I
n1302,n52,I
n1306,n52,I
n1320,n52,I
n1322,n52,I
n1337,n52,I
n1359,n52,I
n1368,n52,I
n1375,n52,B
n1391,n52,I
n1420,n52,I
n1421,n52,I
n1427,n52,I
n1527,n52,I
n1534,n52,I
n1547,n52,I
n1548,n52,I
n1588,n52,I
n1594,n52,I
n1632,n52,I
n1639,n52,I
n1645,n52,I
n1687,n52,I
n1729,n52,I
n1738,n52,I
n1752,n52,I
n22,n54,B
n23,n54,I
n27,n54,I
n30,n54,I
n85,n54,I
n112,n54,B
n126,n54,I
n130,n54,I
n161,n54,P
n164,n54,B
n173,n54,I
n181,n54,B
n184,n54,I
n216,n54,B
n230,n54,I
n233,n54,B
n247,n54,B
n275,n54,I
n292,n54,I
n301,n54,I
n304,n54,I
n337,n54,I
n352,n54,I
n362,n54,I
n364,n54,B
n370,n54,B
n378,n54,B
n396,n54,B
n417,n54,I
n428,n54,B
n453,n54,B
n457,n54,P
n460,n54,I
n497,n54,I
n498,n54,I
n501,n54,I
n509,n54,I
n516,n54,I
n517,n54,B
n534,n54,B
n553,n54,P
n585,n54,P
n595,n54,I
n597,n54,I
n625,n54,B
n638,n54,I
n640,n54,I
n669,n54,I
n693,n54,B
n714,n54,B
n719,n54,I
n726,n54,I
n773,n54,I
n782,n54,I
n794,n54,I
n821,n54,I
n842,n54,I
n894,n54,B
n916,n54,B
n918,n54,B
n952,n54,B
n990,n54,B
n1006,n54,B
n1017,n54,I
n1042,n54,I
n1050,n54,I
n1051,n54,B
n1058,n54,I
n1060,n54,B
n1063,n54,B
n1065,n54,B
n1177,n54,I
n1186,n54,P
n1195,n54,B
n1209,n54,I
n1211,n54,P
n1231,n54,I
n1234,n54,I
n1253,n54,I
n1285,n54,I
n1288,n54,B
n1292,n54,I
n1296,n54,I
n1302,n54,B
n1306,n54,P
n1320,n54,I
n1322,n54,I
n1337,n54,I
n1359,n54,B
n1368,n54,I
n1375,n54,B
n1391,n54,B
n1420,n54,I
n1421,n54,I
n1427,n54,B
n1527,n54,B
n1534,n54,I
n1547,n54,I
n1548,n54,I
n1588,n54,B
n1594,n54,I
n1632,n54,P
n1639,n54,B
n1645,n54,I
n1687,n54,B
n1729,n54,I
n1738,n54,I
n1752,n54,I
n22,n56,I
n23,n56,I
n27,n56,I
n30,n56,I
n85,n56,I
n112,n56,I
n126,n56,I
n130,n56,I
n161,n56,I
n164,n56,I
n173,n56,I
n181,n56,I
n184,n56,I
n216,n56,I
n230,n56,I
n233,n56,I
n247,n56,I
n275,n56,I
n292,n56,I
n301,n56,I
n304,n56,I
n337,n56,I
n352,n56,I
n362,n56,I
n364,n56,I
n370,n56,I
n378,n56,I
n396,n56,I
n417,n56,I
n428,n56,I
n453,n56,I
n457,n56,I
n460,n56,I
n497,n56,I
n498,n56,I
n501,n56,I
n509,n56,I
n516,n56,I
n517,n56,I
n534,n56,I
n553,n56,I
n585,n56,I
n595,n56,I
n597,n56,I
n625,n56,I
n638,n56,I
n640,n56,I
n669,n56,I
n693,n56,I
n714,n56,I
n719,n56,I
n726,n56,I
n773,n56,I
n782,n56,I
n794,n56,I
n821,n56,I
n842,n56,I
n894,n56,I
n916,n56,I
n918,n56,B
n952,n56,I
n990,n56,I
n1006,n56,I
n1017,n56,I
n1042,n56,I
n1050,n56,I
n1051,n56,I
n1058,n56,I
n1060,n56,I
n1063,n56,I
n1065,n56,I
n1177,n56,I
n1186,n56,I
n1195,n56,I
n1209,n56,I
n1211,n56,I
n1231,n56,I
n1234,n56,I
n1253,n56,I
n1285,n56,I
n1288,n56,I
n1292,n56,I
n1296,n56,I
n1302,n56,I
n1306,n56,I
n1320,n56,I
n1322,n56,I
n1337,n56,I
n1359,n56,I
n1368,n56,I
n1375,n56,B
n1391,n56,I
n1420,n56,I
n1421,n56,I
n1427,n56,I
n1527,n56,I
n1534,n56,I
n1547,n56,I
n1548,n56,I
n1588,n56,I
n1594,n56,I
n1632,n56,I
n1639,n56,I
n1645,n56,I
n1687,n56,I
n1729,n56,I
n1738,n56,I
n1752,n56,I
n22,n58,B
n23,n58,I
n27,n58,I
n30,n58,I
n85,n58,I
n112,n58,I
n126,n58,I
n130,n58,I
n161,n58,I
n164,n58,B
n173,n58,I
n181,n58,B
n184,n58,I
n216,n58,B
n230,n58,I
n233,n58,I
n247,n58,I
n275,n58,I
n292,n58,I
n301,n58,I
n304,n58,I
n337,n58,I
n352,n58,I
n362,n58,I
n364,n58,B
n370,n58,I
n378,n58,B
n396,n58,B
n417,n58,I
n428,n58,B
n453,n58,B
n457,n58,I
n460,n58,I
n497,n58,I
n498,n58,I
n501,n58,I
n509,n58,I
n516,n58,I
n517,n58,I
n534,n58,B
n553,n58,P
n585,n58,P
n595,n58,I
n597,n58,I
n625,n58,I
n638,n58,I
n640,n58,I
n669,n58,I
n693,n58,I
n714,n58,I
n719,n58,I
n726,n58,I
n773,n58,I
n782,n58,I
n794,n58,I
n821,n58,I
n842,n58,I
n894,n58,B
n916,n58,B
n918,n58,B
n952,n58,I
n990,n58,B
n1006,n58,I
n1017,n58,I
n1042,n58,I
n1050,n58,I
n1051,n58,I
n1058,n58,I
n1060,n58,I
n1063,n58,I
n1065,n58,B
n1177,n58,I
n1186,n58,P
n1195,n58,I
n1209,n58,I
n1211,n58,I
n1231,n58,I
n1234,n58,I
n1253,n58,I
n1285,n58,I
n1288,n58,B
n1292,n58,I
n1296,n58,I
n1302,n58,B
n1306,n58,I
n1320,n58,I
n1322,n58,I
n1337,n58,I
n1359,n58,B
n1368,n58,I
n1375,n58,I
n1391,n58,B
n1420,n58,I
n1421,n58,I
n1427,n58,I
n1527,n58,I
n1534,n58,I
n1547,n58,I
n1548,n58,I
n1588,n58,B
n1594,n58,I
n1632,n58,P
n1639,n58,I
n1645,n58,I
n1687,n58,I
n1729,n58,I
n1738,n58,I
n1752,n58,I
n22,n71,I
n23,n71,I
n27,n71,I
n30,n71,I
n85,n71,I
n112,n71,I
n126,n71,I
n130,n71,I
n161,n71,P
n164,n71,I
n173,n71,I
n181,n71,I
n184,n71,I
n216,n71,I
n230,n71,I
n233,n71,I
n247,n71,I
n275,n71,I
n292,n71,I
n301,n71,I
n304,n71,I
n337,n71,I
n352,n71,I
n362,n71,I
n364,n71,I
n370,n71,I
n378,n71,I
n396,n71,I
n417,n71,I
n428,n71,I
n453,n71,I
n457,n71,P
n460,n71,I
n497,n71,I
n498,n71,I
n501,n71,I
n509,n71,I
n516,n71,I
n517,n71,I
n534,n71,I
n553,n71,I
n585,n71,I
n595,n71,I
n597,n71,I
n625,n71,I
n638,n71,I
n640,n71,I
n669,n71,I
n693,n71,I
n714,n71,I
n719,n71,I
n726,n71,I
n773,n71,I
n782,n71,I
n794,n71,I
n821,n71,I
n842,n71,I
n894,n71,I
n916,n71,I
n918,n71,B
n952,n71,I
n990,n71,I
n1006,n71,I
n1017,n71,I
n1042,n71,I
n1050,n71,I
n1051,n71,I
n1058,n71,I
n1060,n71,I
n1063,n71,I
n1065,n71,I
n1177,n71,I
n1186,n71,I
n1195,n71,I
n1209,n71,I
n1211,n71,P
n1231,n71,I
n1234,n71,I
n1253,n71,I
n1285,n71,I
n1288,n71,I
n1292,n71,I
n1296,n71,I
n1302,n71,I
n1306,n71,I
n1320,n71,I
n1322,n71,B
n1337,n71,I
n1359,n71,I
n1368,n71,I
n1375,n71,I
n1391,n71,I
n1420,n71,I
n1421,n71,I
n1427,n71,I
n1527,n71,I
n1534,n71,I
n1547,n71,I
n1548,n71,I
n1588,n71,I
n1594,n71,I
n1632,n71,I
n1639,n71,I
n1645,n71,I
n1687,n71,I
n1729,n71,I
n1738,n71,I
n1752,n71,I
n22,n77,I
n23,n77,I
n27,n77,I
n30,n77,I
n85,n77,I
n112,n77,I
n126,n77,I
n130,n77,I
n161,n77,P
n164,n77,I
n173,n77,I
n181,n77,I
n184,n77,I
n216,n77,I
n230,n77,I
n233,n77,I
n247,n77,I
n275,n77,I
n292,n77,I
n301,n77,I
n304,n77,I
n337,n77,I
n352,n77,I
n362,n77,I
n364,n77,I
n370,n77,I
n378,n77,I
n396,n77,I
n417,n77,I
n428,n77,I
n453,n77,I
n457,n77,P
n460,n77,I
n497,n77,I
n498,n77,I
n501,n77,I
n509,n77,I
n516,n77,I
n517,n77,I
n534,n77,I
n553,n77,I
n585,n77,I
n595,n77,I
n597,n77,I
n625,n77,I
n638,n77,I
n640,n77,I
n669,n77,I
n693,n77,I
n714,n77,I
n719,n77,I
n726,n77,I
n773,n77,I
n782,n77,I
n794,n77,I
n821,n77,I
n842,n77,I
n894,n77,I
n916,n77,I
n918,n77,B
n952,n77,I
n990,n77,I
n1006,n77,I
n1017,n77,I
n1042,n77,I
n1050,n77,I
n1051,n77,I
n1058,n77,I
n1060,n77,I
n1063,n77,I
n1065,n77,I
n1177,n77,I
n1186,n77,I
n1195,n77,I
n1209,n77,I
n1211,n77,P
n1231,n77,I
n1234,n77,I
n1253,n77,I
n1285,n77,I
n1288,n77,I
n1292,n77,I
n1296,n77,I
n1302,n77,I
n1306,n77,P
n1320,n77,I
n1322,n77,I
n1337,n77,I
n1359,n77,I
n1368,n77,I
n1375,n77,B
n1391,n77,I
n1420,n77,I
n1421,n77,I
n1427,n77,I
n1527,n77,I
n1534,n77,I
n1547,n77,I
n1548,n77,I
n1588,n77,I
n1594,n77,I
n1632,n77,I
n1639,n77,I
n1645,n77,I
n1687,n77,I
n1729,n77,I
n1738,n77,I
n1752,n77,I
n22,n82,B
n23,n82,I
n27,n82,I
n30,n82,I
n85,n82,I
n112,n82,B
n126,n82,I
n130,n82,I
n161,n82,I
n164,n82,B
n173,n82,I
n181,n82,B
n184,n82,I
n216,n82,B
n230,n82,I
n233,n82,I
n247,n82,B
n275,n82,I
n292,n82,I
n301,n82,I
n304,n82,I
n337,n82,I
n352,n82,I
n362,n82,I
n364,n82,B
n370,n82,B
n378,n82,B
n396,n82,B
n417,n82,I
n428,n82,B
n453,n82,B
n457,n82,I
n460,n82,I
n497,n82,I
n498,n82,I
n501,n82,I
n509,n82,I
n516,n82,I
n517,n82,B
n534,n82,B
n553,n82,P
n585,n82,P
n595,n82,I
n597,n82,I
n625,n82,B
n638,n82,I
n640,n82,I
n669,n82,I
n693,n82,B
n714,n82,I
n719,n82,I
n726,n82,I
n773,n82,I
n782,n82,I
n794,n82,I
n821,n82,I
n842,n82,I
n894,n82,B
n916,n82,B
n918,n82,B
n952,n82,B
n990,n82,B
n1006,n82,I
n1017,n82,I
n1042,n82,I
n1050,n82,I
n1051,n82,B
n1058,n82,I
n1060,n82,B
n1063,n82,B
n1065,n82,B
n1177,n82,I
n1186,n82,P
n1195,n82,I
n1209,n82,I
n1211,n82,I
n1231,n82,I
n1234,n82,I
n1253,n82,I
n1285,n82,I
n1288,n82,B
n1292,n82,I
n1296,n82,I
n1302,n82,B
n1306,n82,I
n1320,n82,I
n1322,n82,I
n1337,n82,I
n1359,n82,B
n1368,n82,I
n1375,n82,I
n1391,n82,B
n1420,n82,I
n1421,n82,I
n1427,n82,I
n1527,n82,B
n1534,n82,I
n1547,n82,I
n1548,n82,I
n1588,n82,B
n1594,n82,I
n1632,n82,P
n1639,n82,I
n1645,n82,I
n1687,n82,B
n1729,n82,I
n1738,n82,I
n1752,n82,I
n22,n86,I
n23,n86,I
n27,n86,I
n30,n86,I
n85,n86,I
n112,n86,I
n126,n86,I
n130,n86,I
n161,n86,P
n164,n86,I
n173,n86,I
n181,n86,I
n184,n86,I
n216,n86,I
n230,n86,I
n233,n86,I
n247,n86,I
n275,n86,I
n292,n86,I
n301,n86,I
n304,n86,I
n337,n86,I
n352,n86,I
n362,n86,I
n364,n86,I
n370,n86,I
n378,n86,I
n396,n86,I
n417,n86,I
n428,n86,I
n453,n86,I
n457,n86,P
n460,n86,I
n497,n86,I
n498,n86,I
n501,n86,I
n509,n86,I
n516,n86,I
n517,n86,I
n534,n86,I
n553,n86,I
n585,n86,I
n595,n86,I
n597,n86,I
n625,n86,I
n638,n86,I
n640,n86,I
n669,n86,I
n693,n86,I
n714,n86,I
n719,n86,I
n726,n86,I
n773,n86,I
n782,n86,I
n794,n86,I
n821,n86,I
n842,n86,I
n894,n86,I
n916,n86,I
n918,n86,B
n952,n86,I
n990,n86,I
n1006,n86,I
n1017,n86,I
n1042,n86,I
n1050,n86,I
n1051,n86,I
n1058,n86,I
n1060,n86,I
n1063,n86,I
n1065,n86,I
n1177,n86,I
n1186,n86,I
n1195,n86,I
n1209,n86,I
n1211,n86,P
n1231,n86,I
n1234,n86,I
n1253,n86,I
n1285,n86,I
n1288,n86,I
n1292,n86,I
n1296,n86,I
n1302,n86,I
n1306,n86,I
n1320,n86,I
n1322,n86,I
n1337,n86,I
n1359,n86,I
n1368,n86,I
n1375,n86,B
n1391,n86,I
n1420,n86,I
n1421,n86,I
n1427,n86,I
n1527,n86,I
n1534,n86,I
n1547,n86,I
n1548,n86,I
n1588,n86,I
n1594,n86,I
n1632,n86,I
n1639,n86,I
n1645,n86,I
n1687,n86,I
n1729,n86,I
n1738,n86,I
n1752,n86,I
n22,n87,B
n23,n87,I
n27,n87,I
n30,n87,I
n85,n87,I
n112,n87,B
n126,n87,I
n130,n87,I
n161,n87,P
n164,n87,B
n173,n87,I
n181,n87,B
n184,n87,I
n216,n87,B
n230,n87,I
n233,n87,B
n247,n87,B
n275,n87,I
n292,n87,I
n301,n87,I
n304,n87,I
n337,n87,I
n352,n87,I
n362,n87,I
n364,n87,B
n370,n87,B
n378,n87,B
n396,n87,B
n417,n87,I
n428,n87,B
n453,n87,B
n457,n87,P
n460,n87,I
n497,n87,I
n498,n87,I
n501,n87,I
n509,n87,I
n516,n87,I
n517,n87,B
n534,n87,B
n553,n87,P
n585,n87,P
n595,n87,I
n597,n87,I
n625,n87,B
n638,n87,I
n640,n87,I
n669,n87,I
n693,n87,B
n714,n87,B
n719,n87,I
n726,n87,I
n773,n87,I
n782,n87,I
n794,n87,I
n821,n87,I
n842,n87,I
n894,n87,B
n916,n87,B
n918,n87,B
n952,n87,B
n990,n87,B
n1006,n87,I
n1017,n87,I
n1042,n87,I
n1050,n87,I
n1051,n87,B
n1058,n87,I
n1060,n87,B
n1063,n87,B
n1065,n87,B
n1177,n87,I
n1186,n87,P
n1195,n87,I
n1209,n87,I
n1211,n87,P
n1231,n87,I
n1234,n87,I
n1253,n87,I
n1285,n87,I
n1288,n87,B
n1292,n87,I
n1296,n87,I
n1302,n87,B
n1306,n87,P
n1320,n87,I
n1322,n87,I
n1337,n87,I
n1359,n87,B
n1368,n87,I
n1375,n87,B
n1391,n87,B
n1420,n87,I
n1421,n87,I
n1427,n87,I
n1527,n87,B
n1534,n87,I
n1547,n87,I
n1548,n87,I
n1588,n87,B
n1594,n87,I
n1632,n87,P
n1639,n87,I
n1645,n87,I
n1687,n87,B
n1729,n87,I
n1738,n87,I
n1752,n87,I
n22,n94,I
n23,n94,I
n27,n94,I
n30,n94,I
n85,n94,I
n112,n94,I
n126,n94,I
n130,n94,I
n161,n94,P
n164,n94,I
n173,n94,I
n181,n94,I
n184,n94,I
n216,n94,I
n230,n94,I
n233,n94,I
n247,n94,I
n275,n94,I
n292,n94,I
n301,n94,I
n304,n94,I
n337,n94,I
n352,n94,I
n362,n94,I
n364,n94,I
n370,n94,I
n378,n94,I
n396,n94,I
n417,n94,I
n428,n94,I
n453,n94,I
n457,n94,P
n460,n94,I
n497,n94,I
n498,n94,I
n501,n94,I
n509,n94,I
n516,n94,I
n517,n94,I
n534,n94,I
n553,n94,I
