po,pi,rel
n1264,n21,I
n1288,n21,I
n1301,n21,I
n29,n36,N
n34,n36,I
n60,n36,I
n81,n36,B
n82,n36,I
n88,n36,I
n90,n36,B
n91,n36,N
n112,n36,I
n129,n36,B
n130,n36,I
n135,n36,B
n150,n36,B
n159,n36,I
n167,n36,B
n168,n36,I
n175,n36,I
n185,n36,I
n190,n36,B
n193,n36,I
n204,n36,B
n206,n36,B
n207,n36,I
n218,n36,B
n223,n36,I
n227,n36,I
n228,n36,I
n229,n36,B
n240,n36,B
n275,n36,I
n299,n36,P
n307,n36,I
n342,n36,P
n347,n36,I
n374,n36,I
n383,n36,I
n389,n36,B
n408,n36,B
n409,n36,B
n410,n36,I
n415,n36,I
n432,n36,I
n452,n36,I
n456,n36,N
n492,n36,I
n516,n36,I
n554,n36,I
n580,n36,I
n592,n36,I
n598,n36,I
n607,n36,B
n608,n36,I
n613,n36,I
n617,n36,I
n621,n36,B
n623,n36,I
n627,n36,B
n638,n36,I
n651,n36,I
n653,n36,I
n662,n36,B
n679,n36,N
n683,n36,I
n707,n36,B
n710,n36,P
n718,n36,I
n723,n36,B
n733,n36,B
n734,n36,I
n747,n36,B
n779,n36,B
n785,n36,B
n801,n36,N
n807,n36,I
n808,n36,B
n817,n36,I
n835,n36,B
n842,n36,I
n853,n36,I
n854,n36,I
n877,n36,N
n905,n36,B
n908,n36,N
n927,n36,B
n962,n36,B
n966,n36,I
n973,n36,I
n999,n36,I
n1023,n36,I
n1027,n36,I
n1057,n36,I
n1059,n36,B
n1061,n36,B
n1085,n36,B
n1099,n36,B
n1150,n36,B
n1153,n36,I
n1178,n36,B
n1184,n36,I
n1194,n36,I
n1202,n36,B
n1206,n36,I
n1232,n36,I
n1239,n36,B
n1259,n36,N
n1264,n36,I
n1288,n36,I
n1301,n36,B
n29,n38,N
n34,n38,I
n60,n38,I
n81,n38,B
n82,n38,I
n88,n38,I
n90,n38,B
n91,n38,N
n112,n38,I
n129,n38,B
n130,n38,I
n135,n38,B
n150,n38,B
n159,n38,I
n167,n38,B
n168,n38,I
n175,n38,I
n185,n38,I
n190,n38,B
n193,n38,I
n204,n38,B
n206,n38,B
n207,n38,I
n218,n38,B
n223,n38,I
n227,n38,I
n228,n38,I
n229,n38,B
n240,n38,B
n275,n38,I
n299,n38,P
n307,n38,I
n342,n38,P
n347,n38,I
n374,n38,I
n383,n38,I
n389,n38,B
n408,n38,B
n409,n38,B
n410,n38,I
n415,n38,I
n432,n38,I
n452,n38,I
n456,n38,N
n492,n38,I
n516,n38,I
n554,n38,I
n580,n38,I
n592,n38,I
n598,n38,I
n607,n38,B
n608,n38,I
n613,n38,I
n617,n38,I
n621,n38,B
n623,n38,I
n627,n38,B
n638,n38,I
n651,n38,I
n653,n38,I
n662,n38,B
n679,n38,N
n683,n38,I
n707,n38,B
n710,n38,I
n718,n38,I
n723,n38,B
n733,n38,B
n734,n38,I
n747,n38,B
n779,n38,B
n785,n38,B
n801,n38,N
n807,n38,I
n808,n38,B
n817,n38,I
n835,n38,B
n842,n38,I
n853,n38,I
n854,n38,I
n877,n38,N
n905,n38,B
n908,n38,N
n927,n38,B
n962,n38,B
n966,n38,I
n973,n38,I
n999,n38,I
n1023,n38,P
n1027,n38,I
n1057,n38,I
n1059,n38,B
n1061,n38,B
n1085,n38,B
n1099,n38,B
n1150,n38,B
n1153,n38,I
n1178,n38,I
n1184,n38,I
n1194,n38,I
n1202,n38,B
n1206,n38,I
n1232,n38,I
n1239,n38,B
n1259,n38,N
n1264,n38,I
n1288,n38,I
n1301,n38,B
n29,n45,N
n34,n45,I
n60,n45,I
n81,n45,B
n82,n45,I
n88,n45,I
n90,n45,B
n91,n45,N
n112,n45,I
n129,n45,B
n130,n45,I
n135,n45,B
n150,n45,B
n159,n45,I
n167,n45,B
n168,n45,I
n175,n45,I
n185,n45,I
n190,n45,B
n193,n45,I
n204,n45,B
n206,n45,B
n207,n45,I
n218,n45,B
n223,n45,I
n227,n45,I
n228,n45,I
n229,n45,B
n240,n45,B
n275,n45,I
n299,n45,P
n307,n45,I
n342,n45,P
n347,n45,I
n374,n45,I
n383,n45,I
n389,n45,B
n408,n45,B
n409,n45,B
n410,n45,I
n415,n45,I
n432,n45,I
n452,n45,I
n456,n45,N
n492,n45,I
n516,n45,I
n554,n45,I
n580,n45,I
n592,n45,I
n598,n45,I
n607,n45,B
n608,n45,I
n613,n45,I
n617,n45,I
n621,n45,I
n623,n45,I
n627,n45,B
n638,n45,I
n651,n45,I
n653,n45,I
n662,n45,B
n679,n45,N
n683,n45,I
n707,n45,B
n710,n45,I
n718,n45,I
n723,n45,B
n733,n45,B
n734,n45,I
n747,n45,B
n779,n45,B
n785,n45,B
n801,n45,N
n807,n45,P
n808,n45,I
n817,n45,I
n835,n45,B
n842,n45,I
n853,n45,I
n854,n45,I
n877,n45,N
n905,n45,B
n908,n45,N
n927,n45,B
n962,n45,I
n966,n45,I
n973,n45,I
n999,n45,I
n1023,n45,I
n1027,n45,I
n1057,n45,I
n1059,n45,B
n1061,n45,B
n1085,n45,I
n1099,n45,B
n1150,n45,B
n1153,n45,I
n1178,n45,I
n1184,n45,I
n1194,n45,I
n1202,n45,B
n1206,n45,I
n1232,n45,I
n1239,n45,B
n1259,n45,N
n1264,n45,I
n1288,n45,I
n1301,n45,I
n29,n49,I
n34,n49,I
n60,n49,I
n81,n49,I
n82,n49,I
n88,n49,I
n90,n49,I
n91,n49,I
n112,n49,I
n129,n49,I
n130,n49,I
n135,n49,I
n150,n49,I
n159,n49,I
n167,n49,I
n168,n49,I
n175,n49,I
n185,n49,I
n190,n49,I
n193,n49,I
n204,n49,I
n206,n49,I
n207,n49,I
n218,n49,I
n223,n49,I
n227,n49,I
n228,n49,I
n229,n49,I
n240,n49,I
n275,n49,I
n299,n49,I
n307,n49,I
n342,n49,I
n347,n49,I
n374,n49,I
n383,n49,I
n389,n49,I
n408,n49,I
n409,n49,I
n410,n49,I
n415,n49,I
n432,n49,I
n452,n49,I
n456,n49,I
n492,n49,I
n516,n49,I
n554,n49,I
n580,n49,I
n592,n49,I
n598,n49,I
n607,n49,I
n608,n49,I
n613,n49,I
n617,n49,I
n621,n49,I
n623,n49,I
n627,n49,I
n638,n49,I
n651,n49,I
n653,n49,I
n662,n49,I
n679,n49,I
n683,n49,I
n707,n49,I
n710,n49,I
n718,n49,I
n723,n49,I
n733,n49,I
n734,n49,I
n747,n49,I
n779,n49,I
n785,n49,I
n801,n49,I
n807,n49,I
n808,n49,I
n817,n49,B
n835,n49,I
n842,n49,I
n853,n49,I
n854,n49,I
n877,n49,I
n905,n49,I
n908,n49,I
n927,n49,B
n962,n49,I
n966,n49,I
n973,n49,I
n999,n49,I
n1023,n49,I
n1027,n49,I
n1057,n49,I
n1059,n49,I
n1061,n49,I
n1085,n49,I
n1099,n49,I
n1150,n49,I
n1153,n49,I
n1178,n49,I
n1184,n49,I
n1194,n49,I
n1202,n49,I
n1206,n49,I
n1232,n49,I
n1239,n49,I
n1259,n49,I
n1264,n49,I
n1288,n49,I
n1301,n49,I
n29,n77,P
n34,n77,I
n60,n77,I
n81,n77,I
n82,n77,I
n88,n77,I
n90,n77,I
n91,n77,P
n112,n77,I
n129,n77,I
n130,n77,I
n135,n77,I
n150,n77,I
n159,n77,I
n167,n77,I
n168,n77,I
n175,n77,I
n185,n77,I
n190,n77,I
n193,n77,I
n204,n77,I
n206,n77,I
n207,n77,I
n218,n77,I
n223,n77,I
n227,n77,I
n228,n77,I
n229,n77,I
n240,n77,I
n275,n77,I
n299,n77,I
n307,n77,I
n342,n77,I
n347,n77,I
n374,n77,I
n383,n77,I
n389,n77,I
n408,n77,B
n409,n77,I
n410,n77,I
n415,n77,I
n432,n77,I
n452,n77,I
n456,n77,P
n492,n77,I
n516,n77,I
n554,n77,I
n580,n77,I
n592,n77,I
n598,n77,I
n607,n77,I
n608,n77,I
n613,n77,I
n617,n77,I
n621,n77,I
n623,n77,I
n627,n77,I
n638,n77,I
n651,n77,I
n653,n77,I
n662,n77,I
n679,n77,I
n683,n77,I
n707,n77,I
n710,n77,I
n718,n77,I
n723,n77,I
n733,n77,I
n734,n77,I
n747,n77,I
n779,n77,I
n785,n77,I
n801,n77,I
n807,n77,I
n808,n77,I
n817,n77,I
n835,n77,I
n842,n77,I
n853,n77,I
n854,n77,I
n877,n77,I
n905,n77,I
n908,n77,I
n927,n77,B
n962,n77,I
n966,n77,I
n973,n77,I
n999,n77,I
n1023,n77,I
n1027,n77,I
n1057,n77,I
n1059,n77,I
n1061,n77,I
n1085,n77,I
n1099,n77,I
n1150,n77,I
n1153,n77,I
n1178,n77,I
n1184,n77,I
n1194,n77,I
n1202,n77,I
n1206,n77,I
n1232,n77,I
n1239,n77,I
n1259,n77,P
n1264,n77,I
n1288,n77,I
n1301,n77,I
n29,n95,P
n34,n95,I
n60,n95,I
n81,n95,I
n82,n95,I
n88,n95,I
n90,n95,I
n91,n95,P
n112,n95,I
n129,n95,I
n130,n95,I
n135,n95,I
n150,n95,I
n159,n95,I
n167,n95,I
n168,n95,I
n175,n95,I
n185,n95,I
n190,n95,I
n193,n95,I
n204,n95,I
n206,n95,I
n207,n95,I
n218,n95,I
n223,n95,I
n227,n95,I
n228,n95,I
n229,n95,I
n240,n95,I
n275,n95,I
n299,n95,I
n307,n95,I
n342,n95,I
n347,n95,I
n374,n95,I
n383,n95,I
n389,n95,I
n408,n95,I
n409,n95,I
n410,n95,I
n415,n95,I
n432,n95,I
n452,n95,I
n456,n95,I
n492,n95,I
n516,n95,I
n554,n95,I
n580,n95,I
n592,n95,I
n598,n95,I
n607,n95,I
n608,n95,I
n613,n95,I
n617,n95,I
n621,n95,I
n623,n95,I
n627,n95,I
n638,n95,I
n651,n95,I
n653,n95,I
n662,n95,I
n679,n95,I
n683,n95,I
n707,n95,I
n710,n95,I
n718,n95,I
n723,n95,I
n733,n95,I
n734,n95,I
n747,n95,I
n779,n95,I
n785,n95,I
n801,n95,I
n807,n95,I
n808,n95,I
n817,n95,I
n835,n95,I
n842,n95,I
n853,n95,I
n854,n95,I
n877,n95,I
n905,n95,I
n908,n95,I
n927,n95,I
n962,n95,I
n966,n95,I
n973,n95,I
n999,n95,I
n1023,n95,I
n1027,n95,I
n1057,n95,I
n1059,n95,I
n1061,n95,I
n1085,n95,I
n1099,n95,I
n1150,n95,I
n1153,n95,I
n1178,n95,I
n1184,n95,I
n1194,n95,I
n1202,n95,I
n1206,n95,I
n1232,n95,I
n1239,n95,I
n1259,n95,P
n1264,n95,I
n1288,n95,I
n1301,n95,I
n29,n98,P
n34,n98,I
n60,n98,I
n81,n98,I
n82,n98,I
n88,n98,I
n90,n98,I
n91,n98,P
n112,n98,I
n129,n98,I
n130,n98,I
n135,n98,I
n150,n98,I
n159,n98,I
n167,n98,I
n168,n98,I
n175,n98,I
n185,n98,I
n190,n98,I
n193,n98,I
n204,n98,I
n206,n98,I
n207,n98,I
n218,n98,I
n223,n98,I
n227,n98,I
n228,n98,I
n229,n98,I
n240,n98,I
n275,n98,I
n299,n98,I
n307,n98,I
n342,n98,I
n347,n98,I
n374,n98,I
n383,n98,I
n389,n98,I
n408,n98,I
n409,n98,I
n410,n98,I
n415,n98,I
n432,n98,I
n452,n98,I
n456,n98,P
n492,n98,I
n516,n98,I
n554,n98,I
n580,n98,I
n592,n98,I
n598,n98,I
n607,n98,I
n608,n98,I
n613,n98,I
n617,n98,I
n621,n98,I
n623,n98,I
n627,n98,I
n638,n98,I
n651,n98,I
n653,n98,I
n662,n98,I
n679,n98,I
n683,n98,I
n707,n98,I
n710,n98,I
n718,n98,I
n723,n98,I
n733,n98,I
n734,n98,I
n747,n98,I
n779,n98,I
n785,n98,I
n801,n98,I
n807,n98,I
n808,n98,I
n817,n98,B
n835,n98,I
n842,n98,I
n853,n98,I
n854,n98,I
n877,n98,I
n905,n98,I
n908,n98,I
n927,n98,B
n962,n98,I
n966,n98,I
n973,n98,I
n999,n98,I
n1023,n98,I
n1027,n98,I
n1057,n98,I
n1059,n98,I
n1061,n98,I
n1085,n98,I
n1099,n98,I
n1150,n98,I
n1153,n98,I
n1178,n98,I
n1184,n98,I
n1194,n98,I
n1202,n98,I
n1206,n98,I
n1232,n98,I
n1239,n98,I
n1259,n98,P
n1264,n98,I
n1288,n98,I
n1301,n98,I
n29,n104,N
n34,n104,I
n60,n104,I
n81,n104,B
n82,n104,P
n88,n104,I
n90,n104,B
n91,n104,N
n112,n104,I
n129,n104,B
n130,n104,I
n135,n104,I
n150,n104,B
n159,n104,I
n167,n104,B
n168,n104,I
n175,n104,I
n185,n104,I
n190,n104,B
n193,n104,I
n204,n104,B
n206,n104,B
n207,n104,I
n218,n104,B
n223,n104,I
n227,n104,I
n228,n104,I
n229,n104,B
n240,n104,I
n275,n104,I
n299,n104,P
n307,n104,I
n342,n104,P
n347,n104,I
n374,n104,I
n383,n104,I
n389,n104,B
n408,n104,B
n409,n104,B
n410,n104,I
n415,n104,I
n432,n104,I
n452,n104,I
n456,n104,N
n492,n104,I
n516,n104,I
n554,n104,I
n580,n104,I
n592,n104,I
n598,n104,I
n607,n104,B
n608,n104,I
n613,n104,I
n617,n104,I
n621,n104,I
n623,n104,I
n627,n104,B
n638,n104,I
n651,n104,I
n653,n104,I
n662,n104,I
n679,n104,N
n683,n104,I
n707,n104,B
n710,n104,I
n718,n104,I
n723,n104,I
n733,n104,B
n734,n104,I
n747,n104,B
n779,n104,B
n785,n104,B
n801,n104,N
n807,n104,I
n808,n104,I
n817,n104,I
n835,n104,I
n842,n104,I
n853,n104,I
n854,n104,I
n877,n104,N
n905,n104,B
n908,n104,N
n927,n104,B
n962,n104,I
n966,n104,I
n973,n104,I
n999,n104,I
n1023,n104,I
n1027,n104,I
n1057,n104,I
n1059,n104,I
n1061,n104,I
n1085,n104,I
n1099,n104,B
n1150,n104,B
n1153,n104,I
n1178,n104,I
n1184,n104,I
n1194,n104,I
n1202,n104,B
n1206,n104,I
n1232,n104,I
n1239,n104,I
n1259,n104,N
n1264,n104,I
n1288,n104,I
n1301,n104,I
n29,n107,N
n34,n107,I
n60,n107,I
n81,n107,B
n82,n107,I
n88,n107,I
n90,n107,I
n91,n107,N
n112,n107,I
n129,n107,B
n130,n107,I
n135,n107,I
n150,n107,B
n159,n107,I
n167,n107,B
n168,n107,I
n175,n107,I
n185,n107,I
n190,n107,B
n193,n107,I
n204,n107,B
n206,n107,B
n207,n107,I
n218,n107,B
n223,n107,I
n227,n107,I
n228,n107,I
n229,n107,B
n240,n107,I
n275,n107,I
n299,n107,P
n307,n107,I
n342,n107,P
n347,n107,I
n374,n107,I
n383,n107,I
n389,n107,B
n408,n107,B
n409,n107,B
n410,n107,I
n415,n107,I
n432,n107,I
n452,n107,I
n456,n107,N
n492,n107,I
n516,n107,I
n554,n107,I
n580,n107,I
n592,n107,I
n598,n107,I
n607,n107,B
n608,n107,I
n613,n107,I
n617,n107,I
n621,n107,I
n623,n107,I
n627,n107,B
n638,n107,I
n651,n107,I
n653,n107,I
n662,n107,I
n679,n107,N
n683,n107,I
n707,n107,B
n710,n107,I
n718,n107,I
n723,n107,I
n733,n107,B
n734,n107,I
n747,n107,I
n779,n107,B
n785,n107,B
n801,n107,N
n807,n107,I
n808,n107,I
n817,n107,I
n835,n107,I
n842,n107,I
n853,n107,I
n854,n107,I
n877,n107,N
n905,n107,B
n908,n107,N
n927,n107,B
n962,n107,I
n966,n107,P
n973,n107,I
n999,n107,I
n1023,n107,I
n1027,n107,I
n1057,n107,I
n1059,n107,I
n1061,n107,I
n1085,n107,I
n1099,n107,B
n1150,n107,B
n1153,n107,I
n1178,n107,I
n1184,n107,I
n1194,n107,I
n1202,n107,B
n1206,n107,I
n1232,n107,I
n1239,n107,I
n1259,n107,N
n1264,n107,I
n1288,n107,I
n1301,n107,I
n29,n108,I
n34,n108,I
n60,n108,I
n81,n108,B
n82,n108,I
n88,n108,I
n90,n108,B
n91,n108,I
n112,n108,I
n129,n108,B
n130,n108,I
n135,n108,B
n150,n108,B
n159,n108,I
n167,n108,B
n168,n108,I
n175,n108,I
n185,n108,I
n190,n108,B
n193,n108,I
n204,n108,B
n206,n108,B
n207,n108,I
n218,n108,B
n223,n108,I
n227,n108,I
n228,n108,I
n229,n108,B
n240,n108,B
n275,n108,I
n299,n108,N
n307,n108,I
n342,n108,N
n347,n108,I
n374,n108,I
n383,n108,I
n389,n108,B
n408,n108,I
n409,n108,B
n410,n108,I
n415,n108,I
n432,n108,I
n452,n108,I
n456,n108,I
n492,n108,I
n516,n108,I
n554,n108,I
n580,n108,I
n592,n108,I
n598,n108,I
n607,n108,B
n608,n108,I
n613,n108,I
n617,n108,I
n621,n108,B
n623,n108,I
n627,n108,B
n638,n108,I
n651,n108,I
n653,n108,B
n662,n108,B
n679,n108,P
n683,n108,I
n707,n108,B
n710,n108,I
n718,n108,I
n723,n108,B
n733,n108,B
n734,n108,I
n747,n108,B
n779,n108,B
n785,n108,B
n801,n108,P
n807,n108,I
n808,n108,B
n817,n108,I
n835,n108,B
n842,n108,I
n853,n108,I
n854,n108,I
n877,n108,P
n905,n108,B
n908,n108,P
n927,n108,B
n962,n108,B
n966,n108,I
n973,n108,I
n999,n108,I
n1023,n108,I
n1027,n108,I
n1057,n108,I
n1059,n108,B
n1061,n108,B
n1085,n108,B
n1099,n108,B
n1150,n108,B
n1153,n108,I
n1178,n108,I
n1184,n108,I
n1194,n108,I
n1202,n108,B
n1206,n108,I
n1232,n108,I
n1239,n108,B
n1259,n108,I
n1264,n108,I
n1288,n108,I
n1301,n108,B
n29,n116,I
n34,n116,P
n60,n116,I
n81,n116,I
n82,n116,I
n88,n116,I
n90,n116,I
n91,n116,I
n112,n116,P
n129,n116,I
n130,n116,I
n135,n116,I
n150,n116,I
n159,n116,I
n167,n116,I
n168,n116,I
n175,n116,I
n185,n116,I
n190,n116,I
n193,n116,I
n204,n116,I
n206,n116,I
n207,n116,I
n218,n116,I
n223,n116,I
n227,n116,I
n228,n116,I
n229,n116,I
n240,n116,I
n275,n116,I
n299,n116,I
n307,n116,I
n342,n116,I
n347,n116,I
n374,n116,I
n383,n116,I
n389,n116,I
n408,n116,I
n409,n116,I
n410,n116,I
n415,n116,I
n432,n116,I
n452,n116,I
n456,n116,I
n492,n116,I
n516,n116,I
n554,n116,I
n580,n116,I
n592,n116,I
n598,n116,I
n607,n116,I
n608,n116,I
n613,n116,I
n617,n116,I
n621,n116,I
n623,n116,I
n627,n116,I
n638,n116,I
n651,n116,I
n653,n116,I
n662,n116,I
n679,n116,I
n683,n116,I
n707,n116,I
n710,n116,I
n718,n116,P
n723,n116,I
n733,n116,I
n734,n116,I
n747,n116,I
n779,n116,I
n785,n116,I
n801,n116,I
n807,n116,I
n808,n116,I
n817,n116,I
n835,n116,I
n842,n116,I
n853,n116,I
n854,n116,I
n877,n116,I
n905,n116,I
n908,n116,I
n927,n116,I
n962,n116,I
n966,n116,I
n973,n116,I
n999,n116,I
n1023,n116,I
n1027,n116,I
n1057,n116,I
n1059,n116,I
n1061,n116,I
n1085,n116,I
n1099,n116,I
n1150,n116,I
n1153,n116,I
n1178,n116,I
n1184,n116,I
n1194,n116,P
n1202,n116,I
n1206,n116,I
n1232,n116,I
n1239,n116,I
n1259,n116,I
n1264,n116,P
n1288,n116,I
n1301,n116,I
n29,n122,I
n34,n122,I
n60,n122,I
n81,n122,B
n82,n122,I
n88,n122,I
n90,n122,B
n91,n122,I
n112,n122,I
n129,n122,B
n130,n122,I
n135,n122,B
n150,n122,B
n159,n122,I
n167,n122,B
n168,n122,I
n175,n122,I
n185,n122,I
n190,n122,B
n193,n122,I
n204,n122,B
n206,n122,B
n207,n122,I
n218,n122,B
n223,n122,I
n227,n122,I
n228,n122,I
n229,n122,B
n240,n122,B
n275,n122,I
n299,n122,N
n307,n122,I
n342,n122,N
n347,n122,I
n374,n122,I
n383,n122,I
n389,n122,B
n408,n122,I
n409,n122,B
n410,n122,I
n415,n122,I
n432,n122,I
n452,n122,I
n456,n122,I
n492,n122,I
n516,n122,I
n554,n122,I
n580,n122,I
n592,n122,I
n598,n122,I
n607,n122,B
n608,n122,I
n613,n122,I
n617,n122,I
n621,n122,B
n623,n122,I
n627,n122,B
n638,n122,I
n651,n122,I
n653,n122,B
n662,n122,B
n679,n122,P
n683,n122,I
n707,n122,B
n710,n122,I
n718,n122,I
n723,n122,B
n733,n122,B
n734,n122,I
n747,n122,B
n779,n122,B
n785,n122,B
n801,n122,P
n807,n122,I
n808,n122,B
n817,n122,I
n835,n122,B
n842,n122,I
n853,n122,I
n854,n122,I
n877,n122,P
n905,n122,B
n908,n122,P
n927,n122,B
n962,n122,B
n966,n122,I
n973,n122,I
n999,n122,I
n1023,n122,I
n1027,n122,I
n1057,n122,I
n1059,n122,B
n1061,n122,B
n1085,n122,B
n1099,n122,B
n1150,n122,B
n1153,n122,I
n1178,n122,I
n1184,n122,I
n1194,n122,I
n1202,n122,B
n1206,n122,I
n1232,n122,I
n1239,n122,B
n1259,n122,I
n1264,n122,I
n1288,n122,I
n1301,n122,I
n29,n127,I
n34,n127,I
n60,n127,I
n81,n127,I
n82,n127,I
n88,n127,I
n90,n127,I
n91,n127,I
n112,n127,I
n129,n127,I
n130,n127,I
n135,n127,I
n150,n127,I
n159,n127,I
n167,n127,I
n168,n127,I
n175,n127,I
n185,n127,I
n190,n127,I
n193,n127,I
n204,n127,I
n206,n127,I
n207,n127,I
n218,n127,I
n223,n127,I
n227,n127,I
n228,n127,I
n229,n127,I
n240,n127,I
n275,n127,I
n299,n127,I
n307,n127,I
n342,n127,I
n347,n127,I
n374,n127,I
n383,n127,I
n389,n127,I
n408,n127,I
n409,n127,I
n410,n127,I
n415,n127,I
n432,n127,P
n452,n127,I
n456,n127,I
n492,n127,I
n516,n127,I
n554,n127,I
n580,n127,I
n592,n127,P
n598,n127,P
n607,n127,I
n608,n127,I
n613,n127,P
n617,n127,P
n621,n127,I
n623,n127,I
n627,n127,I
n638,n127,I
n651,n127,I
n653,n127,I
n662,n127,I
n679,n127,I
n683,n127,I
n707,n127,I
n710,n127,I
n718,n127,I
n723,n127,I
n733,n127,I
n734,n127,I
n747,n127,I
n779,n127,I
n785,n127,I
n801,n127,I
n807,n127,I
n808,n127,I
n817,n127,I
n835,n127,I
n842,n127,I
n853,n127,I
n854,n127,I
n877,n127,I
n905,n127,I
n908,n127,I
n927,n127,I
n962,n127,I
n966,n127,I
n973,n127,I
n999,n127,I
n1023,n127,I
n1027,n127,I
n1057,n127,I
n1059,n127,I
n1061,n127,I
n1085,n127,I
n1099,n127,I
n1150,n127,I
n1153,n127,I
n1178,n127,I
n1184,n127,I
n1194,n127,I
n1202,n127,I
n1206,n127,I
n1232,n127,I
n1239,n127,I
n1259,n127,I
n1264,n127,I
n1288,n127,I
n1301,n127,I
n29,n128,I
n34,n128,I
n60,n128,I
n81,n128,I
n82,n128,I
n88,n128,I
n90,n128,I
n91,n128,I
n112,n128,I
n129,n128,I
n130,n128,I
n135,n128,I
n150,n128,I
n159,n128,I
n167,n128,I
n168,n128,I
n175,n128,I
n185,n128,I
n190,n128,I
n193,n128,I
n204,n128,I
n206,n128,I
n207,n128,I
n218,n128,I
n223,n128,I
n227,n128,I
n228,n128,I
n229,n128,I
n240,n128,I
n275,n128,I
n299,n128,I
n307,n128,I
n342,n128,I
n347,n128,I
n374,n128,I
n383,n128,I
n389,n128,I
n408,n128,I
n409,n128,I
n410,n128,I
n415,n128,I
n432,n128,I
n452,n128,I
n456,n128,I
n492,n128,I
n516,n128,I
n554,n128,I
n580,n128,I
n592,n128,I
n598,n128,I
n607,n128,I
n608,n128,I
n613,n128,I
n617,n128,I
n621,n128,I
n623,n128,I
n627,n128,I
n638,n128,I
n651,n128,I
n653,n128,B
n662,n128,I
n679,n128,I
n683,n128,I
n707,n128,I
n710,n128,I
n718,n128,I
n723,n128,I
n733,n128,I
n734,n128,I
n747,n128,I
n779,n128,I
n785,n128,I
n801,n128,I
n807,n128,I
n808,n128,I
n817,n128,I
n835,n128,I
n842,n128,I
n853,n128,I
n854,n128,I
n877,n128,I
n905,n128,I
n908,n128,I
n927,n128,B
n962,n128,I
n966,n128,I
n973,n128,I
n999,n128,I
n1023,n128,I
n1027,n128,I
