po,pi,rel
n1606,n1,I
n1613,n1,I
n1616,n1,I
n1630,n1,I
n1632,n1,B
n1639,n1,I
n1641,n1,I
n1650,n1,I
n1654,n1,I
n1655,n1,I
n1666,n1,I
n1674,n1,B
n1677,n1,I
n1688,n1,B
n1693,n1,I
n1695,n1,I
n1697,n1,I
n1705,n1,I
n1708,n1,I
n1715,n1,P
n1719,n1,I
n1726,n1,N
n1734,n1,I
n1739,n1,I
n1756,n1,I
n1760,n1,I
n6,n66,I
n9,n66,B
n24,n66,B
n25,n66,B
n26,n66,B
n27,n66,B
n30,n66,I
n41,n66,B
n53,n66,B
n76,n66,I
n82,n66,B
n101,n66,B
n102,n66,I
n105,n66,B
n128,n66,B
n136,n66,B
n139,n66,B
n144,n66,I
n148,n66,I
n156,n66,I
n181,n66,B
n186,n66,B
n196,n66,B
n203,n66,B
n206,n66,B
n214,n66,B
n220,n66,B
n239,n66,B
n258,n66,B
n266,n66,B
n268,n66,B
n273,n66,B
n277,n66,B
n282,n66,B
n290,n66,I
n291,n66,I
n293,n66,B
n304,n66,B
n307,n66,B
n317,n66,B
n326,n66,B
n341,n66,I
n350,n66,I
n379,n66,B
n391,n66,B
n401,n66,B
n431,n66,B
n434,n66,I
n441,n66,B
n449,n66,B
n455,n66,B
n537,n66,B
n538,n66,B
n541,n66,B
n553,n66,B
n565,n66,B
n566,n66,B
n581,n66,B
n588,n66,B
n590,n66,B
n596,n66,B
n602,n66,B
n608,n66,B
n609,n66,B
n615,n66,I
n642,n66,B
n646,n66,B
n679,n66,B
n691,n66,B
n698,n66,I
n700,n66,P
n711,n66,I
n714,n66,B
n715,n66,B
n724,n66,B
n727,n66,B
n739,n66,P
n756,n66,B
n760,n66,B
n778,n66,B
n785,n66,B
n790,n66,B
n792,n66,B
n800,n66,I
n802,n66,B
n817,n66,P
n837,n66,B
n838,n66,B
n851,n66,P
n858,n66,B
n867,n66,B
n879,n66,I
n888,n66,B
n904,n66,N
n965,n66,B
n972,n66,B
n987,n66,B
n992,n66,B
n1009,n66,B
n1013,n66,P
n1015,n66,B
n1025,n66,P
n1039,n66,B
n1057,n66,B
n1069,n66,B
n1076,n66,B
n1077,n66,I
n1082,n66,B
n1102,n66,B
n1125,n66,B
n1131,n66,B
n1150,n66,B
n1176,n66,B
n1178,n66,B
n1194,n66,B
n1212,n66,P
n1227,n66,B
n1237,n66,B
n1267,n66,B
n1270,n66,B
n1295,n66,B
n1298,n66,B
n1305,n66,B
n1310,n66,B
n1329,n66,P
n1331,n66,B
n1335,n66,B
n1348,n66,B
n1355,n66,P
n1358,n66,B
n1381,n66,B
n1393,n66,B
n1400,n66,B
n1403,n66,B
n1404,n66,B
n1438,n66,N
n1445,n66,B
n1447,n66,I
n1449,n66,B
n1458,n66,B
n1472,n66,B
n1504,n66,I
n1511,n66,B
n1515,n66,B
n1519,n66,I
n1524,n66,B
n1539,n66,B
n1541,n66,B
n1543,n66,B
n1558,n66,B
n1574,n66,B
n1580,n66,I
n1581,n66,B
n1595,n66,B
n1598,n66,B
n1604,n66,B
n1606,n66,P
n1613,n66,B
n1616,n66,B
n1630,n66,B
n1632,n66,B
n1639,n66,B
n1641,n66,B
n1650,n66,B
n1654,n66,I
n1655,n66,B
n1666,n66,B
n1674,n66,B
n1677,n66,B
n1688,n66,B
n1693,n66,B
n1695,n66,B
n1697,n66,P
n1705,n66,B
n1708,n66,B
n1715,n66,P
n1719,n66,B
n1726,n66,N
n1734,n66,B
n1739,n66,B
n1756,n66,I
n1760,n66,B
n6,n86,I
n9,n86,I
n24,n86,I
n25,n86,I
n26,n86,I
n27,n86,I
n30,n86,I
n41,n86,I
n53,n86,I
n76,n86,I
n82,n86,B
n101,n86,I
n102,n86,I
n105,n86,I
n128,n86,B
n136,n86,I
n139,n86,I
n144,n86,I
n148,n86,I
n156,n86,I
n181,n86,I
n186,n86,I
n196,n86,I
n203,n86,I
n206,n86,I
n214,n86,I
n220,n86,B
n239,n86,I
n258,n86,I
n266,n86,I
n268,n86,B
n273,n86,I
n277,n86,I
n282,n86,I
n290,n86,I
n291,n86,I
n293,n86,I
n304,n86,I
n307,n86,I
n317,n86,I
n326,n86,I
n341,n86,I
n350,n86,I
n379,n86,I
n391,n86,B
n401,n86,I
n431,n86,I
n434,n86,I
n441,n86,I
n449,n86,I
n455,n86,I
n537,n86,I
n538,n86,I
n541,n86,I
n553,n86,I
n565,n86,I
n566,n86,I
n581,n86,I
n588,n86,I
n590,n86,I
n596,n86,I
n602,n86,I
n608,n86,I
n609,n86,I
n615,n86,I
n642,n86,I
n646,n86,I
n679,n86,I
n691,n86,I
n698,n86,I
n700,n86,I
n711,n86,I
n714,n86,I
n715,n86,I
n724,n86,I
n727,n86,I
n739,n86,I
n756,n86,B
n760,n86,I
n778,n86,I
n785,n86,B
n790,n86,B
n792,n86,I
n800,n86,I
n802,n86,I
n817,n86,I
n837,n86,I
n838,n86,I
n851,n86,I
n858,n86,I
n867,n86,I
n879,n86,I
n888,n86,I
n904,n86,I
n965,n86,I
n972,n86,I
n987,n86,I
n992,n86,I
n1009,n86,I
n1013,n86,I
n1015,n86,I
n1025,n86,I
n1039,n86,I
n1057,n86,I
n1069,n86,I
n1076,n86,I
n1077,n86,I
n1082,n86,I
n1102,n86,I
n1125,n86,I
n1131,n86,I
n1150,n86,I
n1176,n86,I
n1178,n86,I
n1194,n86,I
n1212,n86,P
n1227,n86,I
n1237,n86,I
n1267,n86,I
n1270,n86,I
n1295,n86,I
n1298,n86,I
n1305,n86,I
n1310,n86,I
n1329,n86,I
n1331,n86,I
n1335,n86,I
n1348,n86,I
n1355,n86,I
n1358,n86,I
n1381,n86,I
n1393,n86,I
n1400,n86,I
n1403,n86,I
n1404,n86,I
n1438,n86,I
n1445,n86,I
n1447,n86,I
n1449,n86,I
n1458,n86,I
n1472,n86,I
n1504,n86,I
n1511,n86,I
n1515,n86,I
n1519,n86,I
n1524,n86,I
n1539,n86,I
n1541,n86,I
n1543,n86,I
n1558,n86,I
n1574,n86,B
n1580,n86,I
n1581,n86,I
n1595,n86,I
n1598,n86,B
n1604,n86,I
n1606,n86,I
n1613,n86,I
n1616,n86,I
n1630,n86,I
n1632,n86,I
n1639,n86,I
n1641,n86,I
n1650,n86,I
n1654,n86,I
n1655,n86,I
n1666,n86,I
n1674,n86,I
n1677,n86,I
n1688,n86,I
n1693,n86,I
n1695,n86,I
n1697,n86,I
n1705,n86,I
n1708,n86,I
n1715,n86,I
n1719,n86,I
n1726,n86,I
n1734,n86,I
n1739,n86,I
n1756,n86,I
n1760,n86,I
n6,n94,I
n9,n94,I
n24,n94,I
n25,n94,B
n26,n94,I
n27,n94,I
n30,n94,I
n41,n94,I
n53,n94,I
n76,n94,I
n82,n94,I
n101,n94,B
n102,n94,I
n105,n94,I
n128,n94,I
n136,n94,I
n139,n94,I
n144,n94,I
n148,n94,I
n156,n94,I
n181,n94,I
n186,n94,I
n196,n94,I
n203,n94,I
n206,n94,B
n214,n94,I
n220,n94,I
n239,n94,I
n258,n94,I
n266,n94,I
n268,n94,I
n273,n94,I
n277,n94,B
n282,n94,I
n290,n94,I
n291,n94,I
n293,n94,I
n304,n94,I
n307,n94,I
n317,n94,I
n326,n94,I
n341,n94,I
n350,n94,I
n379,n94,I
n391,n94,I
n401,n94,B
n431,n94,B
n434,n94,I
n441,n94,I
n449,n94,I
n455,n94,I
n537,n94,I
n538,n94,I
n541,n94,I
n553,n94,I
n565,n94,I
n566,n94,I
n581,n94,I
n588,n94,I
n590,n94,I
n596,n94,B
n602,n94,I
n608,n94,I
n609,n94,I
n615,n94,I
n642,n94,I
n646,n94,I
n679,n94,I
n691,n94,I
n698,n94,I
n700,n94,P
n711,n94,I
n714,n94,I
n715,n94,I
n724,n94,I
n727,n94,I
n739,n94,I
n756,n94,I
n760,n94,I
n778,n94,I
n785,n94,I
n790,n94,I
n792,n94,B
n800,n94,I
n802,n94,I
n817,n94,I
n837,n94,I
n838,n94,I
n851,n94,P
n858,n94,B
n867,n94,I
n879,n94,I
n888,n94,I
n904,n94,I
n965,n94,B
n972,n94,I
n987,n94,I
n992,n94,I
n1009,n94,I
n1013,n94,I
n1015,n94,I
n1025,n94,I
n1039,n94,I
n1057,n94,I
n1069,n94,B
n1076,n94,I
n1077,n94,I
n1082,n94,I
n1102,n94,I
n1125,n94,I
n1131,n94,I
n1150,n94,I
n1176,n94,I
n1178,n94,I
n1194,n94,I
n1212,n94,I
n1227,n94,I
n1237,n94,I
n1267,n94,I
n1270,n94,B
n1295,n94,I
n1298,n94,I
n1305,n94,B
n1310,n94,B
n1329,n94,I
n1331,n94,B
n1335,n94,I
n1348,n94,I
n1355,n94,I
n1358,n94,I
n1381,n94,I
n1393,n94,I
n1400,n94,I
n1403,n94,B
n1404,n94,I
n1438,n94,I
n1445,n94,I
n1447,n94,I
n1449,n94,B
n1458,n94,I
n1472,n94,I
n1504,n94,I
n1511,n94,I
n1515,n94,I
n1519,n94,I
n1524,n94,I
n1539,n94,I
n1541,n94,I
n1543,n94,I
n1558,n94,I
n1574,n94,I
n1580,n94,I
n1581,n94,I
n1595,n94,I
n1598,n94,I
n1604,n94,I
n1606,n94,I
n1613,n94,B
n1616,n94,I
n1630,n94,I
n1632,n94,I
n1639,n94,I
n1641,n94,I
n1650,n94,B
n1654,n94,I
n1655,n94,I
n1666,n94,I
n1674,n94,I
n1677,n94,I
n1688,n94,I
n1693,n94,I
n1695,n94,I
n1697,n94,I
n1705,n94,B
n1708,n94,I
n1715,n94,I
n1719,n94,I
n1726,n94,I
n1734,n94,I
n1739,n94,I
n1756,n94,I
n1760,n94,I
n6,n118,I
n9,n118,I
n24,n118,I
n25,n118,I
n26,n118,I
n27,n118,B
n30,n118,I
n41,n118,I
n53,n118,I
n76,n118,I
n82,n118,I
n101,n118,I
n102,n118,I
n105,n118,I
n128,n118,I
n136,n118,I
n139,n118,I
n144,n118,I
n148,n118,I
n156,n118,I
n181,n118,I
n186,n118,I
n196,n118,I
n203,n118,I
n206,n118,I
n214,n118,I
n220,n118,I
n239,n118,I
n258,n118,I
n266,n118,I
n268,n118,I
n273,n118,I
n277,n118,I
n282,n118,B
n290,n118,I
n291,n118,I
n293,n118,I
n304,n118,I
n307,n118,I
n317,n118,I
n326,n118,I
n341,n118,I
n350,n118,I
n379,n118,I
n391,n118,I
n401,n118,I
n431,n118,I
n434,n118,I
n441,n118,I
n449,n118,I
n455,n118,B
n537,n118,I
n538,n118,I
n541,n118,I
n553,n118,I
n565,n118,I
n566,n118,I
n581,n118,I
n588,n118,I
n590,n118,I
n596,n118,I
n602,n118,I
n608,n118,I
n609,n118,I
n615,n118,I
n642,n118,I
n646,n118,I
n679,n118,I
n691,n118,I
n698,n118,I
n700,n118,I
n711,n118,I
n714,n118,I
n715,n118,I
n724,n118,I
n727,n118,I
n739,n118,I
n756,n118,I
n760,n118,I
n778,n118,I
n785,n118,I
n790,n118,I
n792,n118,I
n800,n118,I
n802,n118,I
n817,n118,I
n837,n118,I
n838,n118,I
n851,n118,I
n858,n118,I
n867,n118,I
n879,n118,I
n888,n118,I
n904,n118,I
n965,n118,I
n972,n118,I
n987,n118,I
n992,n118,I
n1009,n118,I
n1013,n118,I
n1015,n118,I
n1025,n118,I
n1039,n118,I
n1057,n118,I
n1069,n118,I
n1076,n118,I
n1077,n118,I
n1082,n118,I
n1102,n118,I
n1125,n118,I
n1131,n118,I
n1150,n118,I
n1176,n118,I
n1178,n118,I
n1194,n118,I
n1212,n118,I
n1227,n118,I
n1237,n118,I
n1267,n118,I
n1270,n118,I
n1295,n118,I
n1298,n118,I
n1305,n118,I
n1310,n118,I
n1329,n118,I
n1331,n118,I
n1335,n118,I
n1348,n118,I
n1355,n118,I
n1358,n118,I
n1381,n118,I
n1393,n118,I
n1400,n118,I
n1403,n118,I
n1404,n118,I
n1438,n118,I
n1445,n118,I
n1447,n118,I
n1449,n118,I
n1458,n118,I
n1472,n118,I
n1504,n118,I
n1511,n118,I
n1515,n118,I
n1519,n118,I
n1524,n118,I
n1539,n118,I
n1541,n118,I
n1543,n118,I
n1558,n118,I
n1574,n118,I
n1580,n118,I
n1581,n118,I
n1595,n118,I
n1598,n118,I
n1604,n118,I
n1606,n118,I
n1613,n118,I
n1616,n118,I
n1630,n118,I
n1632,n118,I
n1639,n118,I
n1641,n118,I
n1650,n118,I
n1654,n118,I
n1655,n118,I
n1666,n118,I
n1674,n118,B
n1677,n118,I
n1688,n118,B
n1693,n118,I
n1695,n118,I
n1697,n118,I
n1705,n118,I
n1708,n118,I
n1715,n118,P
n1719,n118,I
n1726,n118,I
n1734,n118,I
n1739,n118,I
n1756,n118,I
n1760,n118,I
n6,n195,I
n9,n195,I
n24,n195,I
n25,n195,I
n26,n195,I
n27,n195,I
n30,n195,I
n41,n195,I
n53,n195,I
n76,n195,I
n82,n195,I
n101,n195,B
n102,n195,I
n105,n195,I
n128,n195,I
n136,n195,I
n139,n195,I
n144,n195,I
n148,n195,I
n156,n195,I
n181,n195,I
n186,n195,I
n196,n195,I
n203,n195,I
n206,n195,B
n214,n195,I
n220,n195,I
n239,n195,I
n258,n195,I
n266,n195,I
n268,n195,I
n273,n195,I
n277,n195,I
n282,n195,I
n290,n195,I
n291,n195,I
n293,n195,I
n304,n195,I
n307,n195,I
n317,n195,I
n326,n195,I
n341,n195,I
n350,n195,I
n379,n195,I
n391,n195,I
n401,n195,I
n431,n195,I
n434,n195,I
n441,n195,I
n449,n195,I
n455,n195,I
n537,n195,I
n538,n195,I
n541,n195,I
n553,n195,I
n565,n195,I
n566,n195,I
n581,n195,I
n588,n195,I
n590,n195,I
n596,n195,I
n602,n195,I
n608,n195,I
n609,n195,I
n615,n195,I
n642,n195,I
n646,n195,I
n679,n195,I
n691,n195,I
n698,n195,I
n700,n195,I
n711,n195,I
n714,n195,I
n715,n195,I
n724,n195,I
n727,n195,I
n739,n195,I
n756,n195,I
n760,n195,I
n778,n195,I
n785,n195,I
n790,n195,I
n792,n195,I
n800,n195,I
n802,n195,I
n817,n195,I
n837,n195,I
n838,n195,I
n851,n195,P
n858,n195,I
n867,n195,I
n879,n195,I
n888,n195,I
n904,n195,I
n965,n195,I
n972,n195,I
n987,n195,I
n992,n195,I
n1009,n195,I
n1013,n195,I
n1015,n195,I
n1025,n195,I
n1039,n195,I
n1057,n195,I
n1069,n195,I
n1076,n195,I
n1077,n195,I
n1082,n195,I
n1102,n195,I
n1125,n195,I
n1131,n195,I
n1150,n195,I
n1176,n195,I
n1178,n195,I
n1194,n195,I
n1212,n195,I
n1227,n195,I
n1237,n195,I
n1267,n195,I
n1270,n195,I
n1295,n195,I
n1298,n195,I
n1305,n195,I
n1310,n195,I
n1329,n195,I
n1331,n195,I
n1335,n195,I
n1348,n195,I
n1355,n195,I
n1358,n195,I
n1381,n195,I
n1393,n195,I
n1400,n195,I
n1403,n195,B
n1404,n195,I
n1438,n195,I
n1445,n195,I
n1447,n195,I
n1449,n195,I
n1458,n195,I
n1472,n195,I
n1504,n195,I
n1511,n195,I
n1515,n195,I
n1519,n195,I
n1524,n195,I
n1539,n195,I
n1541,n195,I
n1543,n195,I
n1558,n195,I
n1574,n195,I
n1580,n195,I
n1581,n195,I
n1595,n195,I
n1598,n195,I
n1604,n195,I
n1606,n195,I
n1613,n195,I
n1616,n195,I
n1630,n195,I
n1632,n195,I
n1639,n195,I
n1641,n195,I
n1650,n195,B
n1654,n195,I
n1655,n195,I
n1666,n195,I
n1674,n195,I
n1677,n195,I
n1688,n195,I
n1693,n195,I
n1695,n195,I
n1697,n195,I
n1705,n195,B
n1708,n195,I
n1715,n195,I
n1719,n195,I
n1726,n195,I
n1734,n195,I
n1739,n195,I
n1756,n195,I
n1760,n195,I
n6,n202,I
n9,n202,I
n24,n202,I
n25,n202,I
n26,n202,I
n27,n202,B
n30,n202,I
n41,n202,I
n53,n202,I
n76,n202,I
n82,n202,I
n101,n202,I
n102,n202,I
n105,n202,I
n128,n202,I
n136,n202,I
n139,n202,I
n144,n202,I
n148,n202,I
n156,n202,I
n181,n202,I
n186,n202,I
n196,n202,I
n203,n202,I
n206,n202,I
n214,n202,I
n220,n202,I
n239,n202,I
n258,n202,I
n266,n202,I
n268,n202,I
n273,n202,I
n277,n202,I
n282,n202,B
n290,n202,I
n291,n202,I
n293,n202,I
n304,n202,I
n307,n202,I
n317,n202,I
n326,n202,I
n341,n202,I
n350,n202,I
n379,n202,I
n391,n202,I
n401,n202,I
n431,n202,I
n434,n202,I
n441,n202,I
n449,n202,I
n455,n202,B
n537,n202,I
n538,n202,I
n541,n202,I
n553,n202,I
n565,n202,I
n566,n202,I
n581,n202,I
n588,n202,I
n590,n202,I
n596,n202,I
n602,n202,I
n608,n202,I
n609,n202,I
n615,n202,I
n642,n202,I
n646,n202,I
n679,n202,I
n691,n202,I
n698,n202,I
n700,n202,I
n711,n202,I
n714,n202,I
n715,n202,I
n724,n202,I
n727,n202,I
n739,n202,I
n756,n202,I
n760,n202,I
n778,n202,I
n785,n202,I
n790,n202,I
n792,n202,I
n800,n202,I
n802,n202,I
n817,n202,I
n837,n202,I
n838,n202,I
n851,n202,I
n858,n202,I
n867,n202,I
n879,n202,I
n888,n202,I
n904,n202,I
n965,n202,I
n972,n202,I
n987,n202,I
n992,n202,I
n1009,n202,I
n1013,n202,I
n1015,n202,I
n1025,n202,I
n1039,n202,I
n1057,n202,I
n1069,n202,I
n1076,n202,I
n1077,n202,I
n1082,n202,I
n1102,n202,I
n1125,n202,I
n1131,n202,I
n1150,n202,I
n1176,n202,I
n1178,n202,I
n1194,n202,I
n1212,n202,I
n1227,n202,I
n1237,n202,I
n1267,n202,I
n1270,n202,I
n1295,n202,I
n1298,n202,I
n1305,n202,I
n1310,n202,I
n1329,n202,I
n1331,n202,I
n1335,n202,I
n1348,n202,I
n1355,n202,I
n1358,n202,I
n1381,n202,I
n1393,n202,I
n1400,n202,I
n1403,n202,I
n1404,n202,I
n1438,n202,I
n1445,n202,I
n1447,n202,I
n1449,n202,I
n1458,n202,I
n1472,n202,I
n1504,n202,I
n1511,n202,I
n1515,n202,I
n1519,n202,I
n1524,n202,I
n1539,n202,I
n1541,n202,I
n1543,n202,I
n1558,n202,I
n1574,n202,I
n1580,n202,I
n1581,n202,I
n1595,n202,I
n1598,n202,I
n1604,n202,I
n1606,n202,I
n1613,n202,I
n1616,n202,I
n1630,n202,I
n1632,n202,I
n1639,n202,I
n1641,n202,I
n1650,n202,I
n1654,n202,I
n1655,n202,I
n1666,n202,I
n1674,n202,I
n1677,n202,I
n1688,n202,I
n1693,n202,I
n1695,n202,I
n1697,n202,I
n1705,n202,I
n1708,n202,I
n1715,n202,P
n1719,n202,I
n1726,n202,I
n1734,n202,I
n1739,n202,I
n1756,n202,I
n1760,n202,I
n6,n204,I
n9,n204,I
n24,n204,B
n25,n204,B
n26,n204,B
n27,n204,B
n30,n204,I
n41,n204,B
n53,n204,I
n76,n204,I
n82,n204,B
n101,n204,B
n102,n204,I
n105,n204,I
n128,n204,B
n136,n204,B
n139,n204,I
n144,n204,I
n148,n204,I
n156,n204,I
n181,n204,B
n186,n204,B
n196,n204,B
n203,n204,B
n206,n204,B
n214,n204,B
n220,n204,B
n239,n204,B
n258,n204,B
n266,n204,I
n268,n204,B
n273,n204,B
n277,n204,B
n282,n204,B
n290,n204,I
n291,n204,I
n293,n204,B
n304,n204,B
n307,n204,I
n317,n204,B
n326,n204,B
n341,n204,I
n350,n204,I
n379,n204,I
n391,n204,B
n401,n204,B
n431,n204,I
n434,n204,I
n441,n204,B
n449,n204,B
n455,n204,B
n537,n204,B
n538,n204,B
n541,n204,I
n553,n204,B
n565,n204,B
n566,n204,B
n581,n204,B
n588,n204,I
n590,n204,B
n596,n204,B
n602,n204,B
n608,n204,B
n609,n204,B
n615,n204,I
n642,n204,I
n646,n204,B
n679,n204,I
n691,n204,B
n698,n204,I
n700,n204,P
n711,n204,I
n714,n204,B
n715,n204,B
n724,n204,B
n727,n204,I
n739,n204,P
n756,n204,B
n760,n204,B
n778,n204,B
n785,n204,B
n790,n204,B
n792,n204,B
n800,n204,I
n802,n204,B
n817,n204,P
n837,n204,B
n838,n204,B
n851,n204,P
n858,n204,B
n867,n204,B
n879,n204,I
n888,n204,I
n904,n204,N
n965,n204,B
n972,n204,I
n987,n204,B
n992,n204,B
n1009,n204,I
n1013,n204,P
n1015,n204,B
n1025,n204,P
n1039,n204,B
n1057,n204,B
n1069,n204,B
n1076,n204,B
n1077,n204,I
n1082,n204,B
n1102,n204,B
n1125,n204,B
n1131,n204,B
n1150,n204,I
n1176,n204,B
n1178,n204,B
n1194,n204,B
n1212,n204,P
n1227,n204,B
n1237,n204,B
n1267,n204,B
n1270,n204,B
n1295,n204,B
n1298,n204,I
n1305,n204,B
n1310,n204,B
n1329,n204,P
n1331,n204,B
n1335,n204,B
n1348,n204,B
n1355,n204,P
n1358,n204,B
n1381,n204,B
n1393,n204,B
n1400,n204,B
n1403,n204,B
n1404,n204,B
n1438,n204,N
n1445,n204,I
n1447,n204,I
n1449,n204,B
n1458,n204,B
n1472,n204,B
n1504,n204,I
n1511,n204,B
n1515,n204,B
n1519,n204,I
n1524,n204,B
n1539,n204,B
n1541,n204,B
n1543,n204,B
n1558,n204,B
n1574,n204,I
n1580,n204,I
n1581,n204,B
n1595,n204,I
n1598,n204,B
n1604,n204,B
n1606,n204,P
n1613,n204,I
n1616,n204,B
n1630,n204,B
n1632,n204,B
n1639,n204,I
n1641,n204,B
n1650,n204,B
n1654,n204,I
n1655,n204,B
n1666,n204,I
n1674,n204,B
n1677,n204,I
n1688,n204,B
n1693,n204,I
n1695,n204,I
n1697,n204,P
n1705,n204,B
n1708,n204,B
n1715,n204,P
n1719,n204,B
n1726,n204,N
n1734,n204,I
n1739,n204,B
n1756,n204,I
n1760,n204,B
n6,n213,I
n9,n213,I
n24,n213,I
n25,n213,I
n26,n213,I
n27,n213,I
n30,n213,I
n41,n213,I
n53,n213,I
n76,n213,I
n82,n213,I
n101,n213,I
n102,n213,I
n105,n213,I
n128,n213,I
n136,n213,I
n139,n213,I
n144,n213,I
n148,n213,I
n156,n213,I
n181,n213,I
n186,n213,I
n196,n213,I
n203,n213,I
n206,n213,I
n214,n213,I
n220,n213,I
n239,n213,I
n258,n213,B
n266,n213,I
n268,n213,I
n273,n213,I
n277,n213,I
n282,n213,I
n290,n213,I
n291,n213,I
n293,n213,I
n304,n213,I
n307,n213,I
n317,n213,B
n326,n213,I
n341,n213,I
n350,n213,I
n379,n213,I
n391,n213,I
n401,n213,I
n431,n213,I
n434,n213,I
n441,n213,I
n449,n213,I
n455,n213,I
n537,n213,I
n538,n213,B
n541,n213,I
n553,n213,I
n565,n213,I
n566,n213,I
n581,n213,I
n588,n213,I
n590,n213,I
n596,n213,I
n602,n213,I
n608,n213,I
n609,n213,I
n615,n213,I
n642,n213,I
n646,n213,I
n679,n213,I
n691,n213,I
n698,n213,I
n700,n213,I
n711,n213,I
n714,n213,I
n715,n213,I
n724,n213,I
n727,n213,I
n739,n213,I
n756,n213,I
n760,n213,I
n778,n213,I
n785,n213,I
n790,n213,I
n792,n213,I
n800,n213,I
n802,n213,I
n817,n213,I
n837,n213,I
n838,n213,I
n851,n213,I
n858,n213,I
n867,n213,I
n879,n213,I
n888,n213,I
n904,n213,I
n965,n213,I
n972,n213,I
n987,n213,I
n992,n213,B
n1009,n213,I
n1013,n213,I
n1015,n213,I
n1025,n213,I
n1039,n213,I
n1057,n213,I
n1069,n213,I
n1076,n213,I
n1077,n213,I
n1082,n213,I
n1102,n213,I
n1125,n213,I
n1131,n213,I
n1150,n213,I
n1176,n213,I
n1178,n213,I
n1194,n213,I
n1212,n213,I
n1227,n213,I
n1237,n213,I
n1267,n213,I
n1270,n213,I
n1295,n213,I
n1298,n213,I
n1305,n213,I
n1310,n213,I
n1329,n213,I
n1331,n213,I
n1335,n213,I
n1348,n213,I
n1355,n213,P
n1358,n213,I
n1381,n213,I
n1393,n213,I
n1400,n213,I
n1403,n213,I
n1404,n213,I
n1438,n213,I
n1445,n213,I
n1447,n213,I
n1449,n213,I
n1458,n213,I
n1472,n213,I
n1504,n213,I
n1511,n213,I
n1515,n213,I
n1519,n213,I
n1524,n213,I
n1539,n213,I
n1541,n213,I
n1543,n213,I
n1558,n213,I
n1574,n213,I
n1580,n213,I
n1581,n213,I
n1595,n213,I
n1598,n213,I
n1604,n213,I
n1606,n213,I
n1613,n213,I
n1616,n213,I
n1630,n213,I
n1632,n213,I
n1639,n213,I
n1641,n213,I
n1650,n213,I
n1654,n213,I
n1655,n213,I
n1666,n213,I
n1674,n213,I
n1677,n213,I
n1688,n213,I
n1693,n213,I
n1695,n213,I
n1697,n213,I
n1705,n213,I
n1708,n213,I
n1715,n213,I
n1719,n213,I
n1726,n213,I
n1734,n213,I
n1739,n213,I
n1756,n213,I
n1760,n213,I
n6,n244,I
n9,n244,I
n24,n244,I
n25,n244,I
n26,n244,I
n27,n244,I
n30,n244,I
n41,n244,I
n53,n244,I
n76,n244,I
n82,n244,I
n101,n244,B
n102,n244,I
n105,n244,I
n128,n244,I
