po,pi,rel
n792,n26,B
n813,n26,I
n823,n26,I
n824,n26,I
n836,n26,I
n846,n26,B
n858,n26,I
n865,n26,B
n867,n26,B
n883,n26,B
n888,n26,B
n891,n26,B
n892,n26,N
n902,n26,I
n905,n26,I
n912,n26,I
n935,n26,B
n942,n26,B
n944,n26,B
n974,n26,I
n979,n26,I
n980,n26,N
n989,n26,B
n991,n26,B
n1005,n26,B
n1012,n26,B
n1015,n26,I
n1016,n26,I
n1025,n26,B
n1030,n26,B
n1067,n26,B
n1068,n26,B
n1103,n26,I
n1113,n26,I
n1119,n26,B
n1135,n26,I
n1138,n26,B
n1142,n26,P
n1149,n26,B
n1161,n26,B
n1162,n26,I
n1175,n26,B
n1183,n26,I
n1191,n26,B
n1194,n26,I
n1199,n26,I
n1201,n26,I
n1202,n26,I
n1234,n26,I
n1235,n26,I
n1237,n26,I
n1249,n26,B
n1255,n26,I
n1260,n26,P
n1277,n26,B
n1278,n26,N
n1283,n26,I
n1305,n26,I
n1315,n26,I
n1330,n26,B
n1338,n26,I
n1340,n26,I
n1347,n26,B
n1348,n26,B
n1349,n26,I
n1369,n26,I
n1383,n26,I
n1385,n26,B
n1393,n26,B
n1399,n26,I
n1407,n26,I
n1425,n26,P
n1426,n26,I
n1440,n26,N
n1453,n26,I
n1457,n26,I
n1460,n26,I
n1463,n26,B
n1470,n26,I
n1481,n26,I
n1495,n26,I
n1498,n26,I
n1502,n26,B
n1507,n26,I
n1525,n26,I
n1535,n26,I
n1556,n26,I
n1595,n26,B
n1600,n26,I
n1601,n26,I
n1613,n26,I
n1629,n26,I
n1633,n26,N
n1635,n26,I
n1654,n26,B
n1657,n26,B
n1660,n26,B
n1675,n26,I
n1677,n26,I
n1683,n26,I
n1686,n26,B
n1688,n26,I
n1690,n26,B
n1721,n26,I
n1727,n26,I
n1729,n26,B
n1731,n26,B
n1737,n26,P
n1746,n26,I
n19,n36,B
n33,n36,I
n44,n36,I
n55,n36,I
n56,n36,I
n67,n36,I
n74,n36,I
n106,n36,I
n126,n36,I
n135,n36,I
n145,n36,I
n156,n36,I
n174,n36,I
n181,n36,B
n208,n36,I
n216,n36,I
n218,n36,I
n231,n36,I
n238,n36,I
n270,n36,B
n276,n36,B
n290,n36,I
n292,n36,I
n299,n36,I
n317,n36,I
n372,n36,I
n378,n36,I
n387,n36,I
n401,n36,I
n416,n36,I
n423,n36,I
n426,n36,I
n429,n36,I
n432,n36,I
n452,n36,B
n457,n36,B
n460,n36,I
n476,n36,I
n482,n36,I
n488,n36,I
n493,n36,I
n510,n36,B
n517,n36,B
n522,n36,B
n532,n36,B
n534,n36,I
n541,n36,I
n547,n36,I
n549,n36,N
n559,n36,B
n569,n36,I
n573,n36,B
n588,n36,B
n599,n36,I
n627,n36,I
n638,n36,I
n643,n36,I
n646,n36,I
n647,n36,I
n648,n36,I
n665,n36,I
n683,n36,I
n699,n36,B
n712,n36,I
n715,n36,I
n724,n36,I
n725,n36,I
n731,n36,B
n748,n36,B
n759,n36,B
n770,n36,N
n773,n36,I
n790,n36,B
n792,n36,B
n813,n36,I
n823,n36,I
n824,n36,I
n836,n36,I
n846,n36,B
n858,n36,I
n865,n36,I
n867,n36,B
n883,n36,B
n888,n36,I
n891,n36,I
n892,n36,I
n902,n36,I
n905,n36,I
n912,n36,B
n935,n36,I
n942,n36,I
n944,n36,I
n974,n36,N
n979,n36,B
n980,n36,I
n989,n36,B
n991,n36,B
n1005,n36,I
n1012,n36,B
n1015,n36,B
n1016,n36,I
n1025,n36,I
n1030,n36,I
n1067,n36,I
n1068,n36,I
n1103,n36,I
n1113,n36,I
n1119,n36,I
n1135,n36,B
n1138,n36,I
n1142,n36,I
n1149,n36,I
n1161,n36,B
n1162,n36,B
n1175,n36,I
n1183,n36,I
n1191,n36,B
n1194,n36,B
n1199,n36,B
n1201,n36,I
n1202,n36,I
n1234,n36,I
n1235,n36,B
n1237,n36,I
n1249,n36,I
n1255,n36,I
n1260,n36,I
n1277,n36,I
n1278,n36,N
n1283,n36,I
n1305,n36,B
n1315,n36,I
n1330,n36,I
n1338,n36,B
n1340,n36,I
n1347,n36,I
n1348,n36,I
n1349,n36,I
n1369,n36,B
n1383,n36,B
n1385,n36,I
n1393,n36,I
n1399,n36,I
n1407,n36,I
n1425,n36,I
n1426,n36,I
n1440,n36,I
n1453,n36,B
n1457,n36,I
n1460,n36,I
n1463,n36,B
n1470,n36,B
n1481,n36,I
n1495,n36,I
n1498,n36,I
n1502,n36,I
n1507,n36,I
n1525,n36,I
n1535,n36,I
n1556,n36,I
n1595,n36,I
n1600,n36,I
n1601,n36,I
n1613,n36,I
n1629,n36,I
n1633,n36,B
n1635,n36,B
n1654,n36,B
n1657,n36,I
n1660,n36,B
n1675,n36,I
n1677,n36,I
n1683,n36,I
n1686,n36,B
n1688,n36,I
n1690,n36,I
n1721,n36,I
n1727,n36,I
n1729,n36,B
n1731,n36,I
n1737,n36,B
n1746,n36,B
n19,n46,B
n33,n46,I
n44,n46,B
n55,n46,I
n56,n46,B
n67,n46,B
n74,n46,I
n106,n46,B
n126,n46,B
n135,n46,I
n145,n46,B
n156,n46,B
n174,n46,I
n181,n46,I
n208,n46,I
n216,n46,I
n218,n46,I
n231,n46,B
n238,n46,B
n270,n46,B
n276,n46,I
n290,n46,I
n292,n46,I
n299,n46,N
n317,n46,B
n372,n46,I
n378,n46,I
n387,n46,B
n401,n46,B
n416,n46,I
n423,n46,I
n426,n46,I
n429,n46,B
n432,n46,I
n452,n46,I
n457,n46,B
n460,n46,B
n476,n46,I
n482,n46,I
n488,n46,I
n493,n46,B
n510,n46,B
n517,n46,B
n522,n46,B
n532,n46,B
n534,n46,N
n541,n46,I
n547,n46,I
n549,n46,N
n559,n46,B
n569,n46,I
n573,n46,I
n588,n46,B
n599,n46,I
n627,n46,N
n638,n46,B
n643,n46,N
n646,n46,I
n647,n46,I
n648,n46,I
n665,n46,I
n683,n46,B
n699,n46,N
n712,n46,I
n715,n46,I
n724,n46,B
n725,n46,I
n731,n46,B
n748,n46,B
n759,n46,B
n770,n46,N
n773,n46,I
n790,n46,I
n792,n46,B
n813,n46,I
n823,n46,I
n824,n46,N
n836,n46,I
n846,n46,B
n858,n46,I
n865,n46,B
n867,n46,B
n883,n46,B
n888,n46,B
n891,n46,B
n892,n46,N
n902,n46,I
n905,n46,I
n912,n46,B
n935,n46,B
n942,n46,B
n944,n46,B
n974,n46,N
n979,n46,I
n980,n46,N
n989,n46,B
n991,n46,B
n1005,n46,B
n1012,n46,B
n1015,n46,I
n1016,n46,I
n1025,n46,B
n1030,n46,B
n1067,n46,B
n1068,n46,B
n1103,n46,I
n1113,n46,I
n1119,n46,B
n1135,n46,B
n1138,n46,B
n1142,n46,B
n1149,n46,B
n1161,n46,B
n1162,n46,B
n1175,n46,B
n1183,n46,I
n1191,n46,B
n1194,n46,B
n1199,n46,I
n1201,n46,I
n1202,n46,I
n1234,n46,I
n1235,n46,B
n1237,n46,I
n1249,n46,B
n1255,n46,I
n1260,n46,B
n1277,n46,B
n1278,n46,N
n1283,n46,I
n1305,n46,B
n1315,n46,I
n1330,n46,B
n1338,n46,I
n1340,n46,I
n1347,n46,B
n1348,n46,N
n1349,n46,I
n1369,n46,B
n1383,n46,B
n1385,n46,B
n1393,n46,B
n1399,n46,I
n1407,n46,I
n1425,n46,N
n1426,n46,I
n1440,n46,N
n1453,n46,I
n1457,n46,I
n1460,n46,I
n1463,n46,B
n1470,n46,B
n1481,n46,I
n1495,n46,I
n1498,n46,I
n1502,n46,B
n1507,n46,I
n1525,n46,I
n1535,n46,I
n1556,n46,I
n1595,n46,N
n1600,n46,I
n1601,n46,I
n1613,n46,I
n1629,n46,I
n1633,n46,N
n1635,n46,I
n1654,n46,B
n1657,n46,B
n1660,n46,B
n1675,n46,I
n1677,n46,I
n1683,n46,I
n1686,n46,B
n1688,n46,I
n1690,n46,B
n1721,n46,I
n1727,n46,I
n1729,n46,B
n1731,n46,B
n1737,n46,B
n1746,n46,I
n19,n49,I
n33,n49,I
n44,n49,I
n55,n49,I
n56,n49,I
n67,n49,I
n74,n49,I
n106,n49,I
n126,n49,I
n135,n49,I
n145,n49,I
n156,n49,I
n174,n49,I
n181,n49,I
n208,n49,I
n216,n49,I
n218,n49,I
n231,n49,I
n238,n49,I
n270,n49,I
n276,n49,I
n290,n49,I
n292,n49,I
n299,n49,I
n317,n49,I
n372,n49,I
n378,n49,I
n387,n49,I
n401,n49,I
n416,n49,I
n423,n49,I
n426,n49,I
n429,n49,I
n432,n49,I
n452,n49,I
n457,n49,I
n460,n49,I
n476,n49,I
n482,n49,I
n488,n49,I
n493,n49,I
n510,n49,I
n517,n49,I
n522,n49,I
n532,n49,I
n534,n49,N
n541,n49,I
n547,n49,I
n549,n49,I
n559,n49,I
n569,n49,I
n573,n49,I
n588,n49,I
n599,n49,I
n627,n49,I
n638,n49,I
n643,n49,I
n646,n49,I
n647,n49,I
n648,n49,B
n665,n49,I
n683,n49,I
n699,n49,I
n712,n49,I
n715,n49,I
n724,n49,I
n725,n49,I
n731,n49,I
n748,n49,I
n759,n49,I
n770,n49,I
n773,n49,I
n790,n49,I
n792,n49,I
n813,n49,I
n823,n49,I
n824,n49,I
n836,n49,I
n846,n49,I
n858,n49,I
n865,n49,I
n867,n49,I
n883,n49,I
n888,n49,I
n891,n49,I
n892,n49,I
n902,n49,I
n905,n49,I
n912,n49,I
n935,n49,I
n942,n49,I
n944,n49,I
n974,n49,I
n979,n49,I
n980,n49,I
n989,n49,I
n991,n49,I
n1005,n49,I
n1012,n49,I
n1015,n49,I
n1016,n49,I
n1025,n49,I
n1030,n49,I
n1067,n49,I
n1068,n49,I
n1103,n49,I
n1113,n49,I
n1119,n49,I
n1135,n49,I
n1138,n49,I
n1142,n49,B
n1149,n49,I
n1161,n49,I
n1162,n49,I
n1175,n49,I
n1183,n49,I
n1191,n49,I
n1194,n49,I
n1199,n49,I
n1201,n49,I
n1202,n49,I
n1234,n49,I
n1235,n49,I
n1237,n49,I
n1249,n49,I
n1255,n49,I
n1260,n49,I
n1277,n49,I
n1278,n49,I
n1283,n49,I
n1305,n49,I
n1315,n49,I
n1330,n49,B
n1338,n49,I
n1340,n49,I
n1347,n49,B
n1348,n49,I
n1349,n49,I
n1369,n49,I
n1383,n49,I
n1385,n49,I
n1393,n49,B
n1399,n49,I
n1407,n49,I
n1425,n49,I
n1426,n49,I
n1440,n49,I
n1453,n49,I
n1457,n49,I
n1460,n49,I
n1463,n49,I
n1470,n49,I
n1481,n49,I
n1495,n49,I
n1498,n49,I
n1502,n49,B
n1507,n49,I
n1525,n49,I
n1535,n49,I
n1556,n49,I
n1595,n49,I
n1600,n49,I
n1601,n49,I
n1613,n49,I
n1629,n49,I
n1633,n49,I
n1635,n49,I
n1654,n49,I
n1657,n49,I
n1660,n49,I
n1675,n49,I
n1677,n49,I
n1683,n49,I
n1686,n49,I
n1688,n49,I
n1690,n49,B
n1721,n49,I
n1727,n49,I
n1729,n49,I
n1731,n49,I
n1737,n49,I
n1746,n49,I
n19,n66,B
n33,n66,B
n44,n66,B
n55,n66,I
n56,n66,B
n67,n66,B
n74,n66,B
n106,n66,B
n126,n66,B
n135,n66,B
n145,n66,B
n156,n66,B
n174,n66,I
n181,n66,B
n208,n66,B
n216,n66,B
n218,n66,B
n231,n66,B
n238,n66,B
n270,n66,B
n276,n66,B
n290,n66,I
n292,n66,I
n299,n66,N
n317,n66,B
n372,n66,I
n378,n66,B
n387,n66,B
n401,n66,B
n416,n66,B
n423,n66,B
n426,n66,B
n429,n66,B
n432,n66,B
n452,n66,B
n457,n66,B
n460,n66,B
n476,n66,I
n482,n66,B
n488,n66,I
n493,n66,B
n510,n66,B
n517,n66,B
n522,n66,B
n532,n66,B
n534,n66,N
n541,n66,B
n547,n66,B
n549,n66,N
n559,n66,B
n569,n66,B
n573,n66,B
n588,n66,B
n599,n66,B
n627,n66,N
n638,n66,B
n643,n66,N
n646,n66,I
n647,n66,I
n648,n66,B
n665,n66,B
n683,n66,B
n699,n66,N
n712,n66,I
n715,n66,B
n724,n66,B
n725,n66,B
n731,n66,B
n748,n66,B
n759,n66,B
n770,n66,N
n773,n66,B
n790,n66,B
n792,n66,B
n813,n66,B
n823,n66,B
n824,n66,N
n836,n66,I
n846,n66,B
n858,n66,B
n865,n66,B
n867,n66,B
n883,n66,B
n888,n66,B
n891,n66,B
n892,n66,N
n902,n66,I
n905,n66,B
n912,n66,B
n935,n66,B
n942,n66,B
n944,n66,B
n974,n66,N
n979,n66,B
n980,n66,N
n989,n66,B
n991,n66,B
n1005,n66,B
n1012,n66,B
n1015,n66,B
n1016,n66,B
n1025,n66,B
n1030,n66,B
n1067,n66,B
n1068,n66,B
n1103,n66,B
n1113,n66,I
n1119,n66,B
n1135,n66,B
n1138,n66,B
n1142,n66,B
n1149,n66,B
n1161,n66,B
n1162,n66,B
n1175,n66,B
n1183,n66,I
n1191,n66,B
n1194,n66,B
n1199,n66,B
n1201,n66,B
n1202,n66,I
n1234,n66,B
n1235,n66,B
n1237,n66,I
n1249,n66,B
n1255,n66,I
n1260,n66,B
n1277,n66,B
n1278,n66,N
n1283,n66,I
n1305,n66,B
n1315,n66,B
n1330,n66,B
n1338,n66,B
n1340,n66,I
n1347,n66,B
n1348,n66,N
n1349,n66,B
n1369,n66,B
n1383,n66,B
n1385,n66,B
n1393,n66,B
n1399,n66,I
n1407,n66,B
n1425,n66,N
n1426,n66,B
n1440,n66,N
n1453,n66,B
n1457,n66,I
n1460,n66,I
n1463,n66,B
n1470,n66,B
n1481,n66,I
n1495,n66,B
n1498,n66,B
n1502,n66,B
n1507,n66,B
n1525,n66,B
n1535,n66,B
n1556,n66,B
n1595,n66,N
n1600,n66,B
n1601,n66,B
n1613,n66,I
n1629,n66,I
n1633,n66,N
n1635,n66,B
n1654,n66,B
n1657,n66,B
n1660,n66,B
n1675,n66,I
n1677,n66,I
n1683,n66,B
n1686,n66,B
n1688,n66,I
n1690,n66,B
n1721,n66,B
n1727,n66,B
n1729,n66,B
n1731,n66,B
n1737,n66,B
n1746,n66,B
n19,n69,I
n33,n69,B
n44,n69,I
n55,n69,I
n56,n69,I
n67,n69,I
n74,n69,I
n106,n69,I
n126,n69,I
n135,n69,I
n145,n69,I
n156,n69,I
n174,n69,I
n181,n69,I
n208,n69,I
n216,n69,I
n218,n69,I
n231,n69,I
n238,n69,I
n270,n69,I
n276,n69,I
n290,n69,I
n292,n69,I
n299,n69,I
n317,n69,B
n372,n69,I
n378,n69,I
n387,n69,I
n401,n69,B
n416,n69,I
n423,n69,I
n426,n69,B
n429,n69,I
n432,n69,I
n452,n69,B
n457,n69,I
n460,n69,I
n476,n69,I
n482,n69,I
n488,n69,I
n493,n69,I
n510,n69,B
n517,n69,I
n522,n69,I
n532,n69,I
n534,n69,I
n541,n69,I
n547,n69,I
n549,n69,I
n559,n69,I
n569,n69,I
n573,n69,I
n588,n69,I
n599,n69,I
n627,n69,I
n638,n69,I
n643,n69,I
n646,n69,I
n647,n69,I
n648,n69,I
n665,n69,I
n683,n69,I
n699,n69,I
n712,n69,I
n715,n69,I
n724,n69,I
n725,n69,I
n731,n69,I
n748,n69,I
n759,n69,B
n770,n69,I
n773,n69,I
n790,n69,I
n792,n69,I
n813,n69,I
n823,n69,B
n824,n69,I
n836,n69,I
n846,n69,I
n858,n69,B
n865,n69,I
n867,n69,I
n883,n69,B
n888,n69,I
n891,n69,B
n892,n69,N
n902,n69,I
n905,n69,I
n912,n69,I
n935,n69,I
n942,n69,I
n944,n69,I
n974,n69,I
n979,n69,I
n980,n69,I
n989,n69,I
n991,n69,I
n1005,n69,B
n1012,n69,B
n1015,n69,I
n1016,n69,I
n1025,n69,I
n1030,n69,B
n1067,n69,I
n1068,n69,B
n1103,n69,I
n1113,n69,I
n1119,n69,I
n1135,n69,I
n1138,n69,I
n1142,n69,I
n1149,n69,I
n1161,n69,I
n1162,n69,I
n1175,n69,I
n1183,n69,I
n1191,n69,I
n1194,n69,I
n1199,n69,I
n1201,n69,I
n1202,n69,I
n1234,n69,I
n1235,n69,I
n1237,n69,I
n1249,n69,I
n1255,n69,I
n1260,n69,I
n1277,n69,I
n1278,n69,N
n1283,n69,I
n1305,n69,I
n1315,n69,I
n1330,n69,I
n1338,n69,I
n1340,n69,I
n1347,n69,I
n1348,n69,I
n1349,n69,B
n1369,n69,I
n1383,n69,I
n1385,n69,I
n1393,n69,I
n1399,n69,I
n1407,n69,I
n1425,n69,I
n1426,n69,I
n1440,n69,I
n1453,n69,I
n1457,n69,I
n1460,n69,I
n1463,n69,I
n1470,n69,I
n1481,n69,I
n1495,n69,I
n1498,n69,I
n1502,n69,I
n1507,n69,B
n1525,n69,I
n1535,n69,I
n1556,n69,I
n1595,n69,I
n1600,n69,I
n1601,n69,I
n1613,n69,I
n1629,n69,I
n1633,n69,I
n1635,n69,I
n1654,n69,B
n1657,n69,I
n1660,n69,B
n1675,n69,I
n1677,n69,I
n1683,n69,I
n1686,n69,I
n1688,n69,I
n1690,n69,I
n1721,n69,I
n1727,n69,I
n1729,n69,I
n1731,n69,I
n1737,n69,I
n1746,n69,B
n19,n155,B
n33,n155,I
n44,n155,B
n55,n155,I
n56,n155,B
n67,n155,B
n74,n155,B
n106,n155,B
n126,n155,B
n135,n155,B
n145,n155,B
n156,n155,B
n174,n155,I
n181,n155,I
n208,n155,I
n216,n155,B
n218,n155,I
n231,n155,B
n238,n155,B
n270,n155,I
n276,n155,B
n290,n155,I
n292,n155,I
n299,n155,I
n317,n155,B
n372,n155,I
n378,n155,B
n387,n155,P
n401,n155,B
n416,n155,I
n423,n155,I
n426,n155,B
n429,n155,B
n432,n155,B
n452,n155,B
n457,n155,I
n460,n155,B
n476,n155,I
n482,n155,B
n488,n155,I
n493,n155,B
n510,n155,B
n517,n155,B
n522,n155,B
n532,n155,I
n534,n155,I
n541,n155,B
n547,n155,I
n549,n155,I
n559,n155,B
n569,n155,B
n573,n155,B
n588,n155,B
n599,n155,I
n627,n155,I
n638,n155,B
n643,n155,N
n646,n155,I
n647,n155,I
n648,n155,B
n665,n155,B
n683,n155,B
n699,n155,N
n712,n155,I
n715,n155,B
n724,n155,B
n725,n155,I
n731,n155,B
n748,n155,B
n759,n155,B
n770,n155,I
n773,n155,B
n790,n155,B
n792,n155,B
n813,n155,B
n823,n155,I
n824,n155,I
n836,n155,I
n846,n155,B
n858,n155,B
n865,n155,B
n867,n155,B
n883,n155,B
n888,n155,B
n891,n155,B
n892,n155,N
n902,n155,I
n905,n155,B
n912,n155,I
n935,n155,B
n942,n155,B
n944,n155,B
n974,n155,I
n979,n155,B
n980,n155,N
n989,n155,B
n991,n155,B
n1005,n155,B
n1012,n155,B
n1015,n155,I
n1016,n155,I
n1025,n155,B
n1030,n155,B
n1067,n155,B
n1068,n155,B
n1103,n155,B
n1113,n155,I
n1119,n155,B
n1135,n155,I
n1138,n155,B
n1142,n155,P
n1149,n155,B
n1161,n155,B
n1162,n155,I
n1175,n155,B
n1183,n155,I
n1191,n155,B
n1194,n155,I
n1199,n155,B
n1201,n155,I
n1202,n155,I
n1234,n155,B
n1235,n155,I
n1237,n155,I
n1249,n155,B
n1255,n155,I
n1260,n155,P
n1277,n155,B
n1278,n155,N
n1283,n155,I
n1305,n155,I
n1315,n155,B
n1330,n155,B
n1338,n155,B
n1340,n155,I
n1347,n155,B
n1348,n155,B
n1349,n155,B
n1369,n155,I
n1383,n155,I
n1385,n155,B
n1393,n155,B
n1399,n155,I
n1407,n155,I
n1425,n155,P
n1426,n155,I
n1440,n155,N
n1453,n155,I
n1457,n155,I
n1460,n155,I
n1463,n155,B
n1470,n155,I
n1481,n155,I
n1495,n155,I
n1498,n155,B
n1502,n155,B
n1507,n155,B
n1525,n155,B
n1535,n155,B
n1556,n155,I
n1595,n155,B
n1600,n155,B
n1601,n155,I
n1613,n155,I
n1629,n155,I
n1633,n155,N
n1635,n155,I
n1654,n155,B
n1657,n155,B
n1660,n155,B
n1675,n155,I
n1677,n155,I
n1683,n155,B
n1686,n155,B
n1688,n155,I
n1690,n155,B
n1721,n155,B
n1727,n155,B
n1729,n155,B
n1731,n155,B
n1737,n155,P
n1746,n155,B
n19,n171,I
n33,n171,I
n44,n171,I
n55,n171,I
n56,n171,I
n67,n171,B
n74,n171,I
n106,n171,B
n126,n171,I
n135,n171,I
n145,n171,I
n156,n171,B
n174,n171,I
n181,n171,I
