po,pi,rel
n379,n9,I
n381,n9,P
n413,n9,I
n417,n9,I
n454,n9,I
n456,n9,I
n476,n9,I
n487,n9,I
n542,n9,I
n547,n9,I
n567,n9,I
n574,n9,I
n596,n9,I
n611,n9,I
n623,n9,I
n635,n9,I
n649,n9,I
n661,n9,I
n673,n9,I
n722,n9,I
n765,n9,I
n776,n9,I
n786,n9,I
n793,n9,I
n824,n9,P
n840,n9,I
n845,n9,I
n849,n9,I
n860,n9,I
n878,n9,I
n882,n9,I
n889,n9,I
n944,n9,I
n951,n9,I
n964,n9,I
n967,n9,I
n974,n9,I
n1027,n9,I
n1044,n9,I
n1047,n9,I
n1050,n9,I
n1065,n9,I
n1087,n9,I
n1096,n9,I
n1110,n9,N
n1140,n9,I
n1163,n9,I
n1186,n9,I
n1224,n9,I
n1233,n9,I
n1269,n9,I
n1270,n9,P
n1297,n9,I
n1314,n9,I
n1322,n9,I
n1346,n9,I
n1355,n9,I
n1370,n9,I
n1377,n9,I
n1378,n9,I
n1390,n9,I
n1409,n9,I
n1414,n9,I
n1425,n9,I
n1462,n9,I
n1464,n9,I
n1491,n9,I
n1495,n9,I
n1510,n9,I
n1511,n9,I
n1543,n9,I
n1584,n9,I
n1587,n9,I
n1631,n9,I
n1654,n9,I
n1657,n9,I
n1676,n9,I
n1682,n9,I
n1697,n9,I
n1698,n9,I
n1708,n9,I
n1710,n9,I
n1721,n9,I
n1733,n9,P
n1761,n9,I
n1780,n9,I
n1784,n9,I
n1793,n9,I
n1794,n9,I
n18,n12,I
n56,n12,I
n61,n12,I
n66,n12,I
n67,n12,I
n75,n12,I
n83,n12,I
n101,n12,I
n107,n12,I
n112,n12,I
n117,n12,I
n123,n12,I
n129,n12,I
n130,n12,I
n158,n12,I
n165,n12,I
n168,n12,I
n173,n12,I
n193,n12,I
n211,n12,I
n222,n12,I
n235,n12,I
n245,n12,I
n249,n12,I
n259,n12,I
n262,n12,I
n264,n12,I
n315,n12,I
n320,n12,I
n337,n12,I
n357,n12,I
n361,n12,I
n370,n12,I
n375,n12,I
n379,n12,I
n381,n12,I
n413,n12,I
n417,n12,I
n454,n12,I
n456,n12,I
n476,n12,P
n487,n12,I
n542,n12,I
n547,n12,I
n567,n12,I
n574,n12,I
n596,n12,I
n611,n12,I
n623,n12,I
n635,n12,I
n649,n12,I
n661,n12,I
n673,n12,I
n722,n12,I
n765,n12,I
n776,n12,I
n786,n12,I
n793,n12,I
n824,n12,I
n840,n12,I
n845,n12,I
n849,n12,I
n860,n12,I
n878,n12,I
n882,n12,I
n889,n12,I
n944,n12,I
n951,n12,I
n964,n12,I
n967,n12,I
n974,n12,I
n1027,n12,I
n1044,n12,I
n1047,n12,I
n1050,n12,I
n1065,n12,I
n1087,n12,I
n1096,n12,I
n1110,n12,I
n1140,n12,I
n1163,n12,I
n1186,n12,I
n1224,n12,I
n1233,n12,I
n1269,n12,I
n1270,n12,I
n1297,n12,I
n1314,n12,I
n1322,n12,I
n1346,n12,I
n1355,n12,I
n1370,n12,I
n1377,n12,I
n1378,n12,I
n1390,n12,I
n1409,n12,I
n1414,n12,I
n1425,n12,I
n1462,n12,I
n1464,n12,I
n1491,n12,I
n1495,n12,I
n1510,n12,I
n1511,n12,I
n1543,n12,I
n1584,n12,I
n1587,n12,I
n1631,n12,I
n1654,n12,I
n1657,n12,I
n1676,n12,I
n1682,n12,I
n1697,n12,I
n1698,n12,I
n1708,n12,I
n1710,n12,I
n1721,n12,I
n1733,n12,I
n1761,n12,I
n1780,n12,I
n1784,n12,I
n1793,n12,I
n1794,n12,I
n18,n19,P
n56,n19,I
n61,n19,I
n66,n19,I
n67,n19,I
n75,n19,I
n83,n19,I
n101,n19,I
n107,n19,I
n112,n19,I
n117,n19,I
n123,n19,I
n129,n19,I
n130,n19,I
n158,n19,I
n165,n19,I
n168,n19,I
n173,n19,I
n193,n19,I
n211,n19,I
n222,n19,I
n235,n19,I
n245,n19,I
n249,n19,I
n259,n19,I
n262,n19,I
n264,n19,I
n315,n19,I
n320,n19,I
n337,n19,I
n357,n19,I
n361,n19,I
n370,n19,I
n375,n19,I
n379,n19,I
n381,n19,I
n413,n19,I
n417,n19,I
n454,n19,I
n456,n19,I
n476,n19,I
n487,n19,I
n542,n19,I
n547,n19,I
n567,n19,I
n574,n19,I
n596,n19,I
n611,n19,I
n623,n19,I
n635,n19,I
n649,n19,I
n661,n19,I
n673,n19,I
n722,n19,I
n765,n19,I
n776,n19,I
n786,n19,I
n793,n19,I
n824,n19,I
n840,n19,I
n845,n19,I
n849,n19,I
n860,n19,I
n878,n19,I
n882,n19,I
n889,n19,I
n944,n19,I
n951,n19,I
n964,n19,I
n967,n19,I
n974,n19,I
n1027,n19,I
n1044,n19,I
n1047,n19,I
n1050,n19,I
n1065,n19,I
n1087,n19,I
n1096,n19,I
n1110,n19,I
n1140,n19,I
n1163,n19,I
n1186,n19,I
n1224,n19,I
n1233,n19,I
n1269,n19,I
n1270,n19,I
n1297,n19,I
n1314,n19,I
n1322,n19,I
n1346,n19,I
n1355,n19,I
n1370,n19,I
n1377,n19,I
n1378,n19,I
n1390,n19,I
n1409,n19,I
n1414,n19,I
n1425,n19,I
n1462,n19,I
n1464,n19,I
n1491,n19,I
n1495,n19,I
n1510,n19,I
n1511,n19,I
n1543,n19,P
n1584,n19,I
n1587,n19,I
n1631,n19,I
n1654,n19,I
n1657,n19,I
n1676,n19,I
n1682,n19,I
n1697,n19,I
n1698,n19,I
n1708,n19,I
n1710,n19,I
n1721,n19,I
n1733,n19,I
n1761,n19,I
n1780,n19,I
n1784,n19,I
n1793,n19,I
n1794,n19,I
n18,n33,I
n56,n33,I
n61,n33,I
n66,n33,I
n67,n33,I
n75,n33,I
n83,n33,I
n101,n33,I
n107,n33,I
n112,n33,I
n117,n33,I
n123,n33,I
n129,n33,I
n130,n33,I
n158,n33,I
n165,n33,I
n168,n33,I
n173,n33,I
n193,n33,I
n211,n33,I
n222,n33,I
n235,n33,I
n245,n33,I
n249,n33,I
n259,n33,I
n262,n33,I
n264,n33,I
n315,n33,I
n320,n33,I
n337,n33,I
n357,n33,I
n361,n33,I
n370,n33,I
n375,n33,I
n379,n33,I
n381,n33,I
n413,n33,I
n417,n33,I
n454,n33,I
n456,n33,I
n476,n33,I
n487,n33,I
n542,n33,I
n547,n33,I
n567,n33,I
n574,n33,I
n596,n33,I
n611,n33,I
n623,n33,I
n635,n33,I
n649,n33,I
n661,n33,I
n673,n33,I
n722,n33,I
n765,n33,I
n776,n33,I
n786,n33,I
n793,n33,I
n824,n33,I
n840,n33,I
n845,n33,I
n849,n33,I
n860,n33,I
n878,n33,I
n882,n33,I
n889,n33,I
n944,n33,I
n951,n33,I
n964,n33,I
n967,n33,I
n974,n33,P
n1027,n33,I
n1044,n33,I
n1047,n33,I
n1050,n33,I
n1065,n33,I
n1087,n33,I
n1096,n33,I
n1110,n33,I
n1140,n33,I
n1163,n33,I
n1186,n33,I
n1224,n33,I
n1233,n33,I
n1269,n33,I
n1270,n33,I
n1297,n33,I
n1314,n33,I
n1322,n33,I
n1346,n33,I
n1355,n33,I
n1370,n33,I
n1377,n33,I
n1378,n33,I
n1390,n33,I
n1409,n33,I
n1414,n33,I
n1425,n33,I
n1462,n33,I
n1464,n33,I
n1491,n33,I
n1495,n33,I
n1510,n33,I
n1511,n33,I
n1543,n33,I
n1584,n33,I
n1587,n33,I
n1631,n33,I
n1654,n33,I
n1657,n33,I
n1676,n33,I
n1682,n33,I
n1697,n33,I
n1698,n33,I
n1708,n33,I
n1710,n33,I
n1721,n33,I
n1733,n33,I
n1761,n33,I
n1780,n33,I
n1784,n33,I
n1793,n33,I
n1794,n33,I
n18,n38,I
n56,n38,I
n61,n38,I
n66,n38,I
n67,n38,I
n75,n38,I
n83,n38,I
n101,n38,I
n107,n38,I
n112,n38,I
n117,n38,I
n123,n38,I
n129,n38,I
n130,n38,I
n158,n38,I
n165,n38,I
n168,n38,I
n173,n38,I
n193,n38,I
n211,n38,I
n222,n38,I
n235,n38,I
n245,n38,I
n249,n38,I
n259,n38,I
n262,n38,I
n264,n38,I
n315,n38,I
n320,n38,I
n337,n38,I
n357,n38,I
n361,n38,I
n370,n38,I
n375,n38,I
n379,n38,I
n381,n38,I
n413,n38,I
n417,n38,I
n454,n38,I
n456,n38,I
n476,n38,I
n487,n38,I
n542,n38,I
n547,n38,I
n567,n38,I
n574,n38,I
n596,n38,I
n611,n38,I
n623,n38,I
n635,n38,I
n649,n38,I
n661,n38,I
n673,n38,I
n722,n38,I
n765,n38,I
n776,n38,I
n786,n38,I
n793,n38,I
n824,n38,I
n840,n38,I
n845,n38,I
n849,n38,I
n860,n38,I
n878,n38,I
n882,n38,I
n889,n38,I
n944,n38,I
n951,n38,N
n964,n38,I
n967,n38,I
n974,n38,I
n1027,n38,I
n1044,n38,I
n1047,n38,I
n1050,n38,I
n1065,n38,I
n1087,n38,I
n1096,n38,I
n1110,n38,I
n1140,n38,I
n1163,n38,I
n1186,n38,I
n1224,n38,I
n1233,n38,I
n1269,n38,I
n1270,n38,I
n1297,n38,I
n1314,n38,I
n1322,n38,I
n1346,n38,I
n1355,n38,I
n1370,n38,I
n1377,n38,I
n1378,n38,I
n1390,n38,I
n1409,n38,I
n1414,n38,I
n1425,n38,I
n1462,n38,I
n1464,n38,I
n1491,n38,I
n1495,n38,I
n1510,n38,I
n1511,n38,I
n1543,n38,I
n1584,n38,I
n1587,n38,I
n1631,n38,I
n1654,n38,I
n1657,n38,I
n1676,n38,I
n1682,n38,I
n1697,n38,I
n1698,n38,I
n1708,n38,I
n1710,n38,I
n1721,n38,I
n1733,n38,I
n1761,n38,I
n1780,n38,I
n1784,n38,I
n1793,n38,I
n1794,n38,I
n18,n39,B
n56,n39,B
n61,n39,I
n66,n39,I
n67,n39,I
n75,n39,I
n83,n39,B
n101,n39,B
n107,n39,B
n112,n39,I
n117,n39,I
n123,n39,B
n129,n39,I
n130,n39,I
n158,n39,B
n165,n39,I
n168,n39,I
n173,n39,I
n193,n39,I
n211,n39,B
n222,n39,B
n235,n39,I
n245,n39,I
n249,n39,B
n259,n39,B
n262,n39,B
n264,n39,I
n315,n39,B
n320,n39,I
n337,n39,B
n357,n39,I
n361,n39,B
n370,n39,B
n375,n39,I
n379,n39,I
n381,n39,B
n413,n39,B
n417,n39,B
n454,n39,I
n456,n39,B
n476,n39,I
n487,n39,I
n542,n39,I
n547,n39,I
n567,n39,B
n574,n39,I
n596,n39,B
n611,n39,I
n623,n39,I
n635,n39,B
n649,n39,I
n661,n39,B
n673,n39,B
n722,n39,B
n765,n39,I
n776,n39,I
n786,n39,B
n793,n39,I
n824,n39,B
n840,n39,B
n845,n39,I
n849,n39,I
n860,n39,I
n878,n39,I
n882,n39,I
n889,n39,I
n944,n39,B
n951,n39,I
n964,n39,I
n967,n39,I
n974,n39,I
n1027,n39,I
n1044,n39,I
n1047,n39,I
n1050,n39,B
n1065,n39,B
n1087,n39,B
n1096,n39,B
n1110,n39,B
n1140,n39,I
n1163,n39,I
n1186,n39,B
n1224,n39,B
n1233,n39,I
n1269,n39,I
n1270,n39,B
n1297,n39,B
n1314,n39,I
n1322,n39,B
n1346,n39,B
n1355,n39,I
n1370,n39,I
n1377,n39,B
n1378,n39,I
n1390,n39,B
n1409,n39,I
n1414,n39,P
n1425,n39,I
n1462,n39,B
n1464,n39,I
n1491,n39,I
n1495,n39,I
n1510,n39,B
n1511,n39,I
n1543,n39,B
n1584,n39,I
n1587,n39,B
n1631,n39,B
n1654,n39,I
n1657,n39,I
n1676,n39,I
n1682,n39,I
n1697,n39,P
n1698,n39,B
n1708,n39,I
n1710,n39,B
n1721,n39,I
n1733,n39,B
n1761,n39,B
n1780,n39,I
n1784,n39,B
n1793,n39,I
n1794,n39,B
n18,n60,I
n56,n60,I
n61,n60,I
n66,n60,I
n67,n60,I
n75,n60,I
n83,n60,I
n101,n60,B
n107,n60,B
n112,n60,I
n117,n60,I
n123,n60,B
n129,n60,I
n130,n60,I
n158,n60,B
n165,n60,I
n168,n60,I
n173,n60,I
n193,n60,I
n211,n60,I
n222,n60,I
n235,n60,I
n245,n60,I
n249,n60,I
n259,n60,I
n262,n60,I
n264,n60,I
n315,n60,I
n320,n60,I
n337,n60,I
n357,n60,I
n361,n60,B
n370,n60,I
n375,n60,I
n379,n60,I
n381,n60,I
n413,n60,I
n417,n60,B
n454,n60,I
n456,n60,I
n476,n60,I
n487,n60,I
n542,n60,I
n547,n60,I
n567,n60,I
n574,n60,I
n596,n60,I
n611,n60,I
n623,n60,I
n635,n60,B
n649,n60,I
n661,n60,B
n673,n60,B
n722,n60,I
n765,n60,I
n776,n60,I
n786,n60,I
n793,n60,I
n824,n60,I
n840,n60,I
n845,n60,I
n849,n60,I
n860,n60,I
n878,n60,I
n882,n60,I
n889,n60,I
n944,n60,I
n951,n60,I
n964,n60,I
n967,n60,I
n974,n60,I
n1027,n60,I
n1044,n60,I
n1047,n60,I
n1050,n60,I
n1065,n60,B
n1087,n60,I
n1096,n60,I
n1110,n60,I
n1140,n60,I
n1163,n60,I
n1186,n60,I
n1224,n60,B
n1233,n60,I
n1269,n60,I
n1270,n60,I
n1297,n60,I
n1314,n60,I
n1322,n60,B
n1346,n60,I
n1355,n60,I
n1370,n60,I
n1377,n60,I
n1378,n60,I
n1390,n60,I
n1409,n60,I
n1414,n60,P
n1425,n60,I
n1462,n60,B
n1464,n60,I
n1491,n60,I
n1495,n60,I
n1510,n60,I
n1511,n60,I
n1543,n60,I
n1584,n60,I
n1587,n60,I
n1631,n60,I
n1654,n60,I
n1657,n60,I
n1676,n60,I
n1682,n60,I
n1697,n60,P
n1698,n60,B
n1708,n60,I
n1710,n60,I
n1721,n60,I
n1733,n60,I
n1761,n60,I
n1780,n60,I
n1784,n60,I
n1793,n60,I
n1794,n60,I
n18,n64,I
n56,n64,I
n61,n64,I
n66,n64,I
n67,n64,I
n75,n64,I
n83,n64,I
n101,n64,I
n107,n64,I
n112,n64,I
n117,n64,I
n123,n64,I
n129,n64,I
n130,n64,I
n158,n64,I
n165,n64,I
n168,n64,I
n173,n64,I
n193,n64,I
n211,n64,I
n222,n64,I
n235,n64,I
n245,n64,I
n249,n64,I
n259,n64,I
n262,n64,I
n264,n64,B
n315,n64,I
n320,n64,I
n337,n64,I
n357,n64,I
n361,n64,I
n370,n64,I
n375,n64,I
n379,n64,I
n381,n64,I
n413,n64,I
n417,n64,I
n454,n64,I
n456,n64,I
n476,n64,I
n487,n64,I
n542,n64,I
n547,n64,B
n567,n64,I
n574,n64,I
n596,n64,I
n611,n64,I
n623,n64,I
n635,n64,I
n649,n64,I
n661,n64,I
n673,n64,I
n722,n64,I
n765,n64,I
n776,n64,I
n786,n64,I
n793,n64,I
n824,n64,I
n840,n64,I
n845,n64,I
n849,n64,I
n860,n64,I
n878,n64,I
n882,n64,I
n889,n64,I
n944,n64,I
n951,n64,I
n964,n64,I
n967,n64,I
n974,n64,I
n1027,n64,I
n1044,n64,I
n1047,n64,I
n1050,n64,I
n1065,n64,I
n1087,n64,I
n1096,n64,I
n1110,n64,I
n1140,n64,I
n1163,n64,I
n1186,n64,I
n1224,n64,I
n1233,n64,I
n1269,n64,I
n1270,n64,I
n1297,n64,I
n1314,n64,I
n1322,n64,I
n1346,n64,I
n1355,n64,I
n1370,n64,I
n1377,n64,I
n1378,n64,I
n1390,n64,I
n1409,n64,I
n1414,n64,I
n1425,n64,I
n1462,n64,I
n1464,n64,I
n1491,n64,I
n1495,n64,I
n1510,n64,I
n1511,n64,I
n1543,n64,I
n1584,n64,I
n1587,n64,I
n1631,n64,I
n1654,n64,I
n1657,n64,I
n1676,n64,I
n1682,n64,I
n1697,n64,I
n1698,n64,I
n1708,n64,I
n1710,n64,I
n1721,n64,I
n1733,n64,I
n1761,n64,I
n1780,n64,I
n1784,n64,I
n1793,n64,I
n1794,n64,I
n18,n77,N
n56,n77,N
n61,n77,I
n66,n77,I
n67,n77,I
n75,n77,I
n83,n77,N
n101,n77,I
n107,n77,P
n112,n77,I
n117,n77,I
n123,n77,I
n129,n77,I
n130,n77,I
n158,n77,I
n165,n77,I
n168,n77,P
n173,n77,I
n193,n77,I
n211,n77,N
n222,n77,N
n235,n77,I
n245,n77,I
n249,n77,N
n259,n77,P
n262,n77,N
n264,n77,I
n315,n77,N
n320,n77,I
n337,n77,N
n357,n77,I
n361,n77,I
n370,n77,P
n375,n77,I
n379,n77,I
n381,n77,N
n413,n77,N
n417,n77,I
n454,n77,I
n456,n77,P
n476,n77,I
n487,n77,P
n542,n77,I
n547,n77,I
n567,n77,N
n574,n77,I
n596,n77,N
n611,n77,I
n623,n77,I
n635,n77,I
n649,n77,I
n661,n77,I
n673,n77,I
n722,n77,N
n765,n77,I
n776,n77,I
n786,n77,N
n793,n77,I
n824,n77,N
n840,n77,N
n845,n77,I
n849,n77,I
n860,n77,I
n878,n77,I
n882,n77,I
n889,n77,I
n944,n77,N
n951,n77,I
n964,n77,I
n967,n77,I
n974,n77,I
n1027,n77,I
n1044,n77,I
n1047,n77,I
n1050,n77,N
n1065,n77,I
n1087,n77,P
n1096,n77,N
n1110,n77,P
n1140,n77,I
n1163,n77,I
n1186,n77,N
n1224,n77,I
n1233,n77,I
n1269,n77,I
n1270,n77,N
n1297,n77,N
n1314,n77,P
n1322,n77,I
n1346,n77,P
n1355,n77,I
n1370,n77,I
n1377,n77,N
n1378,n77,I
n1390,n77,N
n1409,n77,I
n1414,n77,I
n1425,n77,I
n1462,n77,I
n1464,n77,I
n1491,n77,I
n1495,n77,P
n1510,n77,N
n1511,n77,I
n1543,n77,N
n1584,n77,I
n1587,n77,N
n1631,n77,P
n1654,n77,I
n1657,n77,I
n1676,n77,I
n1682,n77,I
n1697,n77,I
n1698,n77,I
n1708,n77,P
n1710,n77,P
n1721,n77,I
n1733,n77,N
n1761,n77,N
n1780,n77,I
n1784,n77,N
n1793,n77,I
n1794,n77,N
n18,n84,I
n56,n84,I
n61,n84,I
n66,n84,I
n67,n84,I
n75,n84,I
n83,n84,I
n101,n84,I
n107,n84,I
n112,n84,I
n117,n84,I
n123,n84,I
n129,n84,I
n130,n84,I
n158,n84,I
n165,n84,I
n168,n84,I
n173,n84,P
n193,n84,I
n211,n84,I
n222,n84,I
n235,n84,I
n245,n84,I
n249,n84,I
n259,n84,I
n262,n84,I
n264,n84,I
n315,n84,I
n320,n84,I
n337,n84,I
n357,n84,I
n361,n84,I
n370,n84,I
n375,n84,P
n379,n84,I
n381,n84,I
n413,n84,I
n417,n84,I
n454,n84,I
n456,n84,I
n476,n84,I
n487,n84,I
n542,n84,P
n547,n84,I
n567,n84,I
n574,n84,I
n596,n84,I
n611,n84,P
n623,n84,I
n635,n84,I
n649,n84,I
n661,n84,I
n673,n84,I
n722,n84,I
n765,n84,I
n776,n84,I
n786,n84,I
n793,n84,I
n824,n84,I
n840,n84,I
n845,n84,I
n849,n84,I
n860,n84,I
n878,n84,I
n882,n84,I
n889,n84,I
n944,n84,I
n951,n84,I
n964,n84,I
n967,n84,I
n974,n84,I
n1027,n84,I
n1044,n84,I
n1047,n84,I
n1050,n84,I
n1065,n84,I
n1087,n84,I
n1096,n84,I
n1110,n84,I
n1140,n84,I
n1163,n84,I
n1186,n84,I
n1224,n84,I
n1233,n84,I
n1269,n84,I
n1270,n84,I
n1297,n84,I
n1314,n84,I
n1322,n84,I
n1346,n84,I
n1355,n84,I
n1370,n84,I
n1377,n84,I
n1378,n84,P
n1390,n84,I
n1409,n84,I
n1414,n84,I
n1425,n84,I
n1462,n84,I
n1464,n84,I
n1491,n84,I
n1495,n84,I
n1510,n84,I
n1511,n84,I
n1543,n84,I
n1584,n84,I
n1587,n84,I
n1631,n84,I
n1654,n84,I
n1657,n84,I
n1676,n84,I
n1682,n84,I
n1697,n84,I
n1698,n84,I
n1708,n84,I
n1710,n84,I
n1721,n84,I
n1733,n84,I
n1761,n84,I
n1780,n84,P
n1784,n84,I
n1793,n84,I
n1794,n84,I
n18,n92,I
n56,n92,I
n61,n92,I
n66,n92,I
n67,n92,I
n75,n92,I
n83,n92,I
n101,n92,I
n107,n92,I
n112,n92,I
n117,n92,I
n123,n92,I
n129,n92,I
n130,n92,I
n158,n92,I
n165,n92,I
n168,n92,I
n173,n92,I
n193,n92,I
n211,n92,I
n222,n92,I
n235,n92,I
n245,n92,I
n249,n92,I
n259,n92,I
n262,n92,I
n264,n92,P
n315,n92,I
n320,n92,I
n337,n92,I
n357,n92,I
n361,n92,I
n370,n92,I
n375,n92,I
n379,n92,I
n381,n92,I
n413,n92,I
n417,n92,I
n454,n92,I
n456,n92,I
n476,n92,I
n487,n92,I
n542,n92,I
n547,n92,I
n567,n92,I
n574,n92,I
n596,n92,I
n611,n92,I
n623,n92,I
n635,n92,I
n649,n92,I
n661,n92,I
n673,n92,I
n722,n92,I
n765,n92,I
n776,n92,I
n786,n92,I
n793,n92,I
n824,n92,I
n840,n92,I
n845,n92,I
n849,n92,I
n860,n92,I
n878,n92,I
n882,n92,I
n889,n92,I
n944,n92,I
n951,n92,I
n964,n92,I
n967,n92,I
n974,n92,I
n1027,n92,I
n1044,n92,I
n1047,n92,P
n1050,n92,I
n1065,n92,I
n1087,n92,I
n1096,n92,I
n1110,n92,I
n1140,n92,I
n1163,n92,I
n1186,n92,I
n1224,n92,I
n1233,n92,I
n1269,n92,I
n1270,n92,I
n1297,n92,I
n1314,n92,I
n1322,n92,I
n1346,n92,I
n1355,n92,I
n1370,n92,N
n1377,n92,I
n1378,n92,I
n1390,n92,I
n1409,n92,I
n1414,n92,I
n1425,n92,I
n1462,n92,I
n1464,n92,I
n1491,n92,I
n1495,n92,I
n1510,n92,I
n1511,n92,I
n1543,n92,I
n1584,n92,I
n1587,n92,I
n1631,n92,I
n1654,n92,I
n1657,n92,I
n1676,n92,I
n1682,n92,I
n1697,n92,I
n1698,n92,I
n1708,n92,I
n1710,n92,I
n1721,n92,I
n1733,n92,I
n1761,n92,I
n1780,n92,I
n1784,n92,I
n1793,n92,I
n1794,n92,I
n18,n119,I
n56,n119,I
n61,n119,I
n66,n119,I
n67,n119,I
n75,n119,I
n83,n119,I
n101,n119,I
n107,n119,I
n112,n119,I
n117,n119,I
n123,n119,I
n129,n119,I
n130,n119,I
n158,n119,I
n165,n119,I
n168,n119,I
n173,n119,I
n193,n119,I
n211,n119,I
n222,n119,I
n235,n119,I
n245,n119,I
n249,n119,I
n259,n119,I
n262,n119,I
n264,n119,P
n315,n119,I
n320,n119,I
n337,n119,I
n357,n119,I
n361,n119,I
n370,n119,I
n375,n119,I
n379,n119,I
n381,n119,I
n413,n119,I
n417,n119,I
n454,n119,I
n456,n119,I
n476,n119,I
n487,n119,I
n542,n119,I
n547,n119,I
n567,n119,I
n574,n119,I
n596,n119,I
n611,n119,I
n623,n119,I
n635,n119,I
n649,n119,I
n661,n119,I
n673,n119,I
n722,n119,I
n765,n119,I
n776,n119,I
n786,n119,I
n793,n119,I
n824,n119,I
n840,n119,I
n845,n119,I
n849,n119,I
n860,n119,I
n878,n119,I
n882,n119,I
n889,n119,I
n944,n119,I
n951,n119,I
n964,n119,I
n967,n119,I
n974,n119,I
n1027,n119,I
n1044,n119,I
n1047,n119,I
n1050,n119,I
n1065,n119,I
n1087,n119,I
n1096,n119,I
n1110,n119,I
n1140,n119,I
n1163,n119,I
n1186,n119,I
n1224,n119,I
n1233,n119,I
n1269,n119,I
n1270,n119,I
n1297,n119,I
n1314,n119,I
n1322,n119,I
n1346,n119,I
n1355,n119,I
n1370,n119,I
n1377,n119,I
n1378,n119,I
n1390,n119,I
n1409,n119,I
n1414,n119,I
n1425,n119,I
n1462,n119,I
n1464,n119,I
n1491,n119,N
n1495,n119,I
n1510,n119,I
n1511,n119,I
n1543,n119,I
n1584,n119,I
n1587,n119,I
n1631,n119,I
n1654,n119,I
n1657,n119,I
n1676,n119,I
n1682,n119,I
n1697,n119,I
n1698,n119,I
n1708,n119,I
n1710,n119,I
n1721,n119,I
n1733,n119,I
n1761,n119,I
n1780,n119,I
n1784,n119,I
n1793,n119,I
n1794,n119,I
n18,n128,I
n56,n128,I
n61,n128,I
n66,n128,I
n67,n128,I
n75,n128,I
n83,n128,I
n101,n128,I
n107,n128,I
n112,n128,I
n117,n128,I
n123,n128,I
n129,n128,I
n130,n128,I
n158,n128,I
n165,n128,I
n168,n128,I
n173,n128,I
n193,n128,I
n211,n128,I
n222,n128,P
n235,n128,I
n245,n128,I
n249,n128,I
n259,n128,I
n262,n128,I
n264,n128,I
n315,n128,I
n320,n128,I
n337,n128,I
n357,n128,I
n361,n128,I
n370,n128,I
n375,n128,I
n379,n128,I
n381,n128,I
n413,n128,I
n417,n128,I
n454,n128,I
n456,n128,I
n476,n128,I
n487,n128,I
n542,n128,I
n547,n128,I
n567,n128,I
n574,n128,I
n596,n128,I
n611,n128,I
n623,n128,I
n635,n128,I
n649,n128,I
n661,n128,I
n673,n128,I
n722,n128,I
n765,n128,I
n776,n128,I
n786,n128,P
n793,n128,I
n824,n128,I
n840,n128,I
n845,n128,I
n849,n128,I
n860,n128,I
n878,n128,I
